ORIGIN_MUNICIPIO,ORIGIN_COMUNA,ORIGIN_TIME,o_lat,o_long,DESTINATION_MUNICIPIO,DESTINATION_COMUNA,DESTINATION_TIME,d_lat,d_long,TRANSPORT_MODE_S1,TRIP_PURPOSE,ORIGIN_CLUSTER,DESTINATION_CLUSTER
Medellin,Laureles-Estadio,17:30:00,6.242883969,-75.58931993,Medellin,Robledo,17:45:00,6.2795066,-75.6039085,Moto (Acompa?±ante),Casa,0,0
Medellin,Manrique,07:00:00,6.267128294,-75.55027882,Medellin,La Candelaria,07:30:00,6.250487297,-75.57100974,Moto (Conductor),Trabajo,0,0
Medellin,La Candelaria,17:00:00,6.24221714,-75.57795438,Medellin,Manrique,17:45:00,6.280511024,-75.55155686,Moto (Conductor),Casa,0,0
Medellin,Robledo,05:30:00,6.275010871,-75.59819881,Medellin,Corregimiento Santa Elena,06:35:00,6.28966775,-75.51096268,Moto (Conductor),Trabajo,0,-1
Medellin,Corregimiento Santa Elena,17:00:00,6.20448253,-75.508975,Medellin,Robledo,19:00:00,6.280558601,-75.59494242,Moto (Conductor),Casa,-1,0
Medellin,Robledo,13:50:00,6.277706454,-75.62300973,Medellin,La Candelaria,14:15:00,6.245396524,-75.56930416,Moto (Conductor),Diligencia,0,0
Medellin,La Candelaria,15:40:00,6.244098148,-75.57596244,Medellin,Robledo,16:00:00,6.271553386,-75.58267566,Moto (Conductor),Casa,100,0
Medellin,Robledo,13:50:00,6.294356451,-75.59374807,Medellin,La Candelaria,14:15:00,6.244294932,-75.55868026,Moto (Acompa?±ante),Alguien,0,214
Medellin,La Candelaria,15:40:00,6.235451609,-75.57257971,Medellin,Robledo,16:00:00,6.269398402,-75.58132783,Moto (Acompa?±ante),Casa,107,0
Medellin,Robledo,13:00:00,6.274758608,-75.59553909,Medellin,Robledo,13:30:00,6.284975595,-75.58570109,Moto (Conductor),Casa,0,0
Medellin,Robledo,07:30:00,6.281398118,-75.58032145,Medellin,La Candelaria,07:40:00,6.246074977,-75.55961508,Moto (Conductor),Trabajo,0,214
Medellin,La Candelaria,20:00:00,6.250071316,-75.56103634,Medellin,Robledo,20:15:00,6.278124267,-75.58146443,Moto (Conductor),Casa,102,0
Medellin,Robledo,12:30:00,6.27785527,-75.60732413,Medellin,El Poblado,13:20:00,6.209137848,-75.55299337,Moto (Conductor),Trabajo,0,1
Medellin,El Poblado,22:30:00,6.187303114,-75.55532831,Medellin,Robledo,23:00:00,6.280517445,-75.59908043,Moto (Conductor),Casa,1,0
Medellin,Robledo,09:00:00,6.289821928,-75.58881877,Medellin,La Candelaria,09:20:00,6.23765724,-75.57311549,Moto (Conductor),Diligencia,0,0
Medellin,La Candelaria,11:30:00,6.23243497,-75.57340901,Medellin,Robledo,12:00:00,6.271383551,-75.62218469,Moto (Conductor),Casa,0,0
Medellin,Robledo,05:00:00,6.274335888,-75.58707148,Medellin,Laureles-Estadio,05:30:00,6.240787842,-75.59335819,Moto (Conductor),Trabajo,0,0
Medellin,Laureles-Estadio,11:45:00,6.238308019,-75.60286722,Medellin,Robledo,12:15:00,6.271595779,-75.58451796,Moto (Conductor),Casa,0,0
Medellin,Robledo,13:00:00,6.275150851,-75.58376622,Medellin,Laureles-Estadio,13:30:00,6.24179647,-75.59680389,Moto (Conductor),Trabajo,0,0
Medellin,Laureles-Estadio,20:15:00,6.242256937,-75.57882931,Medellin,Robledo,20:30:00,6.271626614,-75.59085284,Moto (Conductor),Casa,0,0
Medellin,Robledo,08:30:00,6.269052214,-75.5825112,Medellin,El Poblado,09:00:00,6.188987438,-75.57113861,Moto (Conductor),Salud,0,2
Medellin,El Poblado,10:40:00,6.205675213,-75.55939705,Medellin,Laureles-Estadio,10:50:00,6.24091621,-75.597108,Moto (Conductor),Otro,1,0
Medellin,Laureles-Estadio,11:05:00,6.2447728,-75.59244526,Medellin,Robledo,11:15:00,6.272167975,-75.62008663,Moto (Conductor),Estudio,0,0
Medellin,Robledo,14:40:00,6.267163562,-75.57930697,Medellin,Robledo,14:50:00,6.277097315,-75.62020201,Moto (Conductor),Casa,0,0
Medellin,Manrique,07:40:00,6.262059772,-75.54024468,Medellin,Aranjuez,08:00:00,6.274476318,-75.55705315,Moto (Conductor),Trabajo,-1,0
Medellin,Aranjuez,17:00:00,6.281710995,-75.56368861,Medellin,Manrique,17:25:00,6.264405303,-75.55272738,Moto (Conductor),Casa,0,-1
Medellin,Manrique,10:30:00,6.273094228,-75.54292402,Medellin,Laureles-Estadio,10:50:00,6.25398344,-75.59241938,Moto (Conductor),Trabajo,0,0
Medellin,Laureles-Estadio,20:00:00,6.253506728,-75.5845655,Medellin,Manrique,20:30:00,6.266744819,-75.54100324,Moto (Conductor),Casa,0,-1
Medellin,Robledo,07:00:00,6.282060261,-75.62439495,Medellin,La Candelaria,07:20:00,6.244793018,-75.57629622,Moto (Conductor),Trabajo,-1,217
Medellin,La Candelaria,08:30:00,6.251253124,-75.5751489,Medellin,Robledo,09:50:00,6.280231895,-75.59255725,Moto (Conductor),Casa,115,0
Medellin,Robledo,13:55:00,6.277479027,-75.61639513,Medellin,Laureles-Estadio,14:10:00,6.264561495,-75.5942676,Moto (Conductor),Trabajo,0,0
Medellin,Laureles-Estadio,14:40:00,6.250361361,-75.57936313,Medellin,Laureles-Estadio,14:55:00,6.261634472,-75.59118313,Moto (Conductor),Trabajo,0,0
Medellin,Laureles-Estadio,15:00:00,6.241425689,-75.61195596,Medellin,Robledo,15:05:00,6.280865429,-75.5934349,Moto (Conductor),Casa,0,0
Medellin,Robledo,11:30:00,6.294294155,-75.59476866,Medellin,Laureles-Estadio,12:00:00,6.24502803,-75.60187892,Moto (Conductor),Trabajo,0,0
Medellin,Laureles-Estadio,21:00:00,6.257497638,-75.59402525,Medellin,Robledo,21:40:00,6.284077762,-75.58421409,Moto (Conductor),Casa,0,0
Medellin,Robledo,05:30:00,6.274626614,-75.57901162,Medellin,Robledo,06:00:00,6.28225749,-75.62439047,Moto (Acompa?±ante),Estudio,0,-1
Medellin,Robledo,18:10:00,6.265482784,-75.58439846,Medellin,Robledo,18:20:00,6.264910806,-75.58087211,Moto (Acompa?±ante),Casa,0,0
Medellin,Robledo,05:30:00,6.272398691,-75.59469441,Medellin,Castilla,05:50:00,6.297343897,-75.56098097,Moto (Conductor),Trabajo,0,0
Medellin,Castilla,16:00:00,6.283144746,-75.57155648,Medellin,Robledo,16:35:00,6.285261507,-75.59993479,Moto (Conductor),Casa,0,0
Medellin,Robledo,07:30:00,6.2683448,-75.57998224,Medellin,Laureles-Estadio,08:15:00,6.250797632,-75.59217584,Moto (Conductor),Estudio,0,0
Medellin,Laureles-Estadio,22:00:00,6.255176864,-75.59790279,Medellin,Robledo,22:30:00,6.279423392,-75.59453502,Moto (Conductor),Casa,0,0
Medellin,Manrique,07:45:00,6.266052966,-75.54099758,Medellin,Laureles-Estadio,08:00:00,6.248065826,-75.58453408,Moto (Conductor),Trabajo,0,0
Medellin,Laureles-Estadio,20:00:00,6.240011548,-75.58306159,Medellin,Manrique,20:20:00,6.262238441,-75.54846919,Moto (Conductor),Casa,0,-1
Medellin,Robledo,06:15:00,6.268658051,-75.58567142,Medellin,La Candelaria,07:00:00,6.250050273,-75.55693954,Moto (Conductor),Trabajo,0,0
Medellin,Robledo,06:40:00,6.270787914,-75.57810542,Medellin,La Candelaria,07:15:00,6.26458242,-75.57174153,Moto (Conductor),Trabajo,0,0
Medellin,La Candelaria,18:00:00,6.247358454,-75.57618104,Medellin,Robledo,18:40:00,6.265936871,-75.57889042,Moto (Conductor),Casa,0,0
Medellin,Robledo,06:00:00,6.276992693,-75.61900419,Medellin,El Poblado,06:30:00,6.192769779,-75.56560972,Moto (Conductor),Trabajo,0,-1
Medellin,El Poblado,17:00:00,6.199311006,-75.56835205,Medellin,Robledo,17:30:00,6.279685729,-75.61549429,Moto (Conductor),Casa,1,0
Medellin,Manrique,10:00:00,6.269847309,-75.54758274,Medellin,Belen,10:30:00,6.234632502,-75.58547873,Moto (Conductor),Diligencia,0,0
Medellin,Belen,13:30:00,6.227614052,-75.61451291,Medellin,Manrique,14:00:00,6.281869628,-75.54919176,Moto (Conductor),Casa,0,0
Medellin,Manrique,16:00:00,6.264443582,-75.55233569,Medellin,Belen,16:30:00,6.220168036,-75.59392671,Moto (Conductor),Diligencia,0,0
Medellin,Belen,20:00:00,6.2241807,-75.595426,Medellin,Manrique,20:30:00,6.269585477,-75.54686438,Moto (Conductor),Casa,0,0
Medellin,Manrique,09:00:00,6.279260733,-75.54076931,Medellin,Aranjuez,09:10:00,6.28372449,-75.56118371,Moto (Acompa?±ante),Trabajo,0,0
Medellin,Aranjuez,16:00:00,6.280966271,-75.55667414,Medellin,Manrique,16:10:00,6.285735829,-75.54186393,Moto (Acompa?±ante),Casa,0,0
Medellin,La Candelaria,15:00:00,6.2367967,-75.56314477,Medellin,Robledo,15:05:00,6.282753998,-75.62316003,Moto (Acompa?±ante),Casa,104,-1
Medellin,Robledo,07:30:00,6.279356994,-75.60031906,Medellin,Robledo,07:40:00,6.276443088,-75.58268417,Moto (Conductor),Alguien,0,0
Medellin,Robledo,07:45:00,6.284200756,-75.58356778,Medellin,Robledo,07:50:00,6.288334418,-75.5895814,Moto (Conductor),Casa,0,0
Medellin,La Candelaria,09:00:00,6.259104942,-75.56598964,Medellin,Guayabal,09:10:00,6.214635508,-75.59284833,Moto (Conductor),Diligencia,106,0
Medellin,Guayabal,09:30:00,6.200968287,-75.59251478,Medellin,La Candelaria,09:40:00,6.249124454,-75.5659391,Moto (Conductor),Diligencia,0,205
Medellin,Robledo,07:30:00,6.276767921,-75.57979012,Medellin,Robledo,07:40:00,6.265954043,-75.57996709,Moto (Acompa?±ante),Estudio,0,0
Medellin,Robledo,14:20:00,6.274553455,-75.59178481,Medellin,Robledo,14:40:00,6.286538426,-75.58660663,Moto (Acompa?±ante),Casa,0,0
Medellin,Aranjuez,05:00:00,6.267631792,-75.55509889,Medellin,Aranjuez,06:20:00,6.268643326,-75.55629996,Moto (Conductor),Estudio,0,0
Medellin,Aranjuez,10:00:00,6.263566578,-75.55784537,Medellin,Aranjuez,11:20:00,6.287283692,-75.56535445,Moto (Conductor),Almuerzo,0,0
Medellin,Aranjuez,13:25:00,6.280578574,-75.56088821,Medellin,Aranjuez,14:10:00,6.265944983,-75.56230707,Moto (Conductor),Estudio,0,223
Medellin,Aranjuez,16:00:00,6.283247187,-75.56413297,Medellin,Aranjuez,16:50:00,6.286392197,-75.56497891,Moto (Conductor),Casa,0,0
Medellin,Aranjuez,07:30:00,6.272549009,-75.56088541,Medellin,Aranjuez,08:55:00,6.270559606,-75.55770225,Moto (Conductor),Estudio,0,0
Medellin,Aranjuez,16:00:00,6.275250595,-75.56425417,Medellin,Aranjuez,16:25:00,6.266740251,-75.56272091,Moto (Conductor),Casa,0,0
Medellin,Robledo,14:00:00,6.28496361,-75.59904682,Medellin,Corregimiento Santa Elena,15:00:00,6.252462312,-75.51544536,Moto (Acompa?±ante),Trabajo,0,-1
Medellin,Corregimiento Santa Elena,21:00:00,6.233236853,-75.52444325,Medellin,Robledo,22:00:00,6.284924631,-75.58168489,Moto (Acompa?±ante),Casa,7,0
Medellin,Manrique,01:30:00,6.276499713,-75.53984624,Medellin,Laureles-Estadio,02:00:00,6.244454894,-75.58600207,Moto (Conductor),Trabajo,0,0
Medellin,Laureles-Estadio,14:00:00,6.24542107,-75.59146922,Medellin,Manrique,14:30:00,6.264846291,-75.54562649,Moto (Conductor),Casa,0,0
Medellin,El Poblado,18:00:00,6.20410607,-75.55439284,Medellin,Manrique,18:50:00,6.267630472,-75.54864817,Moto (Conductor),Casa,1,0
Medellin,Manrique,09:00:00,6.271048542,-75.54672844,Medellin,El Poblado,09:50:00,6.199461796,-75.55574589,Moto (Conductor),Trabajo,0,1
Medellin,El Poblado,19:00:00,6.211786295,-75.55169567,Medellin,Manrique,19:50:00,6.262186933,-75.54270251,Moto (Conductor),Casa,1,-1
Medellin,Aranjuez,18:00:00,6.268845778,-75.56585428,Medellin,Aranjuez,18:10:00,6.268460875,-75.56908119,Moto (Conductor),Trabajo,0,0
Medellin,Aranjuez,18:15:00,6.290667012,-75.5631824,Medellin,Aranjuez,18:25:00,6.266557492,-75.56910656,Moto (Conductor),Casa,0,0
Medellin,Aranjuez,05:30:00,6.265384908,-75.57083353,Medellin,Laureles-Estadio,06:00:00,6.254449691,-75.58791981,Moto (Conductor),Estudio,0,0
Medellin,Laureles-Estadio,10:30:00,6.250355631,-75.59425516,Medellin,Aranjuez,11:30:00,6.276999839,-75.56788379,Moto (Conductor),Casa,0,0
Medellin,Manrique,07:30:00,6.271052135,-75.53630707,Medellin,El Poblado,08:15:00,6.204361927,-75.554425,Moto (Conductor),Trabajo,0,1
Medellin,El Poblado,17:00:00,6.1981778,-75.57102236,Medellin,Manrique,17:45:00,6.273673415,-75.54837608,Moto (Conductor),Casa,1,0
Medellin,Manrique,06:10:00,6.264302092,-75.54702165,Medellin,Belen,06:40:00,6.229871811,-75.5981116,Moto (Conductor),Trabajo,0,0
Medellin,Belen,16:00:00,6.220859403,-75.60903768,Medellin,Manrique,16:30:00,6.285043508,-75.54992705,Moto (Conductor),Casa,0,0
Medellin,Manrique,07:00:00,6.263013561,-75.5470922,Medellin,La Candelaria,07:30:00,6.256165239,-75.56726138,Moto (Conductor),Salud,0,0
Medellin,La Candelaria,11:30:00,6.25331177,-75.56249228,Medellin,Manrique,12:00:00,6.266361426,-75.54020395,Moto (Conductor),Casa,101,-1
Medellin,Manrique,07:00:00,6.273793904,-75.54252792,Medellin,La Candelaria,07:30:00,6.251870901,-75.57528855,Moto (Acompa?±ante),Salud,0,0
Medellin,Manrique,06:00:00,6.261924275,-75.54312553,Medellin,Laureles-Estadio,06:30:00,6.241870009,-75.58060602,Moto (Conductor),Trabajo,0,0
Medellin,Laureles-Estadio,18:00:00,6.246662953,-75.58566777,Medellin,Manrique,18:30:00,6.283984574,-75.54846754,Moto (Conductor),Casa,0,0
Medellin,Aranjuez,09:30:00,6.270184273,-75.57048717,Medellin,El Poblado,11:00:00,6.222717546,-75.5728262,Moto (Conductor),Trabajo,0,0
Medellin,Manrique,05:30:00,6.276685193,-75.55094058,Medellin,La Candelaria,06:00:00,6.259618129,-75.57420045,Moto (Conductor),Trabajo,0,0
Medellin,La Candelaria,14:00:00,6.237315211,-75.56672919,Medellin,Manrique,14:30:00,6.274202729,-75.55021272,Moto (Conductor),Casa,112,0
Medellin,Aranjuez,05:35:00,6.280951821,-75.55454357,Medellin,Aranjuez,05:52:00,6.26973786,-75.55731825,Moto (Conductor),Trabajo,0,0
Medellin,Aranjuez,14:05:00,6.275164748,-75.56851762,Medellin,Aranjuez,14:20:00,6.279583711,-75.56467451,Moto (Conductor),Casa,0,0
Medellin,Aranjuez,06:45:00,6.277749384,-75.55629286,Medellin,Aranjuez,06:53:00,6.270904447,-75.56403171,Moto (Conductor),Estudio,0,0
Medellin,Aranjuez,11:30:00,6.284386547,-75.55966177,Medellin,Aranjuez,11:38:00,6.289319116,-75.56306446,Moto (Conductor),Casa,0,0
Medellin,Aranjuez,15:20:00,6.284263256,-75.55598283,Medellin,Aranjuez,15:28:00,6.271034408,-75.55916585,Moto (Conductor),Estudio,0,0
Medellin,Aranjuez,18:30:00,6.264075491,-75.5567759,Medellin,Aranjuez,18:38:00,6.283234952,-75.56395206,Moto (Conductor),Casa,0,0
Medellin,Aranjuez,06:00:00,6.263623265,-75.55971497,Medellin,Manrique,06:15:00,6.276197651,-75.55087509,Moto (Conductor),Trabajo,0,0
Medellin,Manrique,12:00:00,6.268185876,-75.55185077,Medellin,Aranjuez,12:15:00,6.265594109,-75.56670273,Moto (Conductor),Almuerzo,0,0
Medellin,Aranjuez,13:40:00,6.283412355,-75.55529512,Medellin,Manrique,14:00:00,6.267449617,-75.54433508,Moto (Conductor),Trabajo,0,0
Medellin,Manrique,17:00:00,6.279853108,-75.54546192,Medellin,Aranjuez,17:15:00,6.283521288,-75.56393119,Moto (Conductor),Casa,0,0
Medellin,Robledo,05:15:00,6.264030066,-75.57360678,Medellin,La Candelaria,06:00:00,6.256168723,-75.56678197,Moto (Acompa?±ante),Trabajo,0,0
Medellin,Manrique,08:00:00,6.261241475,-75.55428452,Medellin,La America,08:30:00,6.256638489,-75.60111531,Moto (Conductor),Trabajo,0,0
Medellin,La America,17:00:00,6.257001063,-75.61052683,Medellin,Manrique,17:30:00,6.266824702,-75.53477531,Moto (Conductor),Casa,0,-1
Medellin,Manrique,05:30:00,6.276085877,-75.55096672,Medellin,Guayabal,06:00:00,6.205689297,-75.5896051,Moto (Conductor),Trabajo,0,0
Medellin,Guayabal,15:00:00,6.220794026,-75.5844585,Medellin,Manrique,15:50:00,6.26572782,-75.54499513,Moto (Conductor),Casa,0,0
Medellin,Robledo,09:00:00,6.291309371,-75.59966095,Medellin,Laureles-Estadio,09:15:00,6.257598089,-75.59599399,Moto (Conductor),Estudio,0,0
Medellin,Laureles-Estadio,09:45:00,6.241853182,-75.58427996,Medellin,Robledo,10:00:00,6.276553468,-75.59372119,Moto (Conductor),Casa,0,0
Medellin,Robledo,15:00:00,6.276680412,-75.60163341,Medellin,Laureles-Estadio,15:15:00,6.240644121,-75.60356248,Moto (Conductor),Estudio,0,0
Medellin,Laureles-Estadio,16:00:00,6.249574155,-75.58180365,Medellin,Robledo,16:15:00,6.282350331,-75.59319725,Moto (Conductor),Casa,0,0
Medellin,Aranjuez,07:40:00,6.275348898,-75.56201849,Medellin,La Candelaria,08:00:00,6.237068303,-75.57057503,Moto (Conductor),Trabajo,0,0
Medellin,La Candelaria,16:00:00,6.246866051,-75.5758691,Medellin,Aranjuez,16:20:00,6.285522848,-75.56348574,Moto (Conductor),Casa,100,0
Medellin,Aranjuez,07:00:00,6.266984463,-75.56137309,Medellin,El Poblado,07:20:00,6.19820869,-75.5585574,Moto (Conductor),Trabajo,0,1
Medellin,El Poblado,17:30:00,6.20221487,-75.57802158,Medellin,Aranjuez,18:01:00,6.288525771,-75.56343267,Moto (Conductor),Casa,0,0
Medellin,Aranjuez,06:50:00,6.26628564,-75.55579808,Medellin,Laureles-Estadio,07:20:00,6.240009715,-75.60821579,Moto (Conductor),Trabajo,0,0
Medellin,Laureles-Estadio,19:40:00,6.2500735,-75.5815836,Medellin,Aranjuez,20:00:00,6.276533459,-75.55931041,Moto (Conductor),Casa,0,0
Medellin,Aranjuez,09:00:00,6.275570376,-75.55942587,Medellin,Belen,10:00:00,6.219062136,-75.61324627,Moto (Conductor),Trabajo,0,-1
Medellin,Belen,18:00:00,6.223790712,-75.59492615,Medellin,Aranjuez,18:30:00,6.278585378,-75.5617248,Moto (Conductor),Casa,0,0
Medellin,Guayabal,14:45:00,6.201558171,-75.58132215,Medellin,Manrique,15:05:00,6.281337571,-75.54084368,Moto (Acompa?±ante),Casa,0,0
Medellin,Manrique,06:30:00,6.281054546,-75.54923574,Medellin,Castilla,07:15:00,6.30829833,-75.56128565,Moto (Acompa?±ante),Trabajo,0,0
Medellin,Castilla,18:00:00,6.295072337,-75.56771609,Medellin,Manrique,19:00:00,6.276663525,-75.54244808,Moto (Acompa?±ante),Casa,0,0
Medellin,Aranjuez,07:00:00,6.286783406,-75.56559966,Medellin,Castilla,08:00:00,6.293767575,-75.57184036,Moto (Conductor),Trabajo,0,0
Medellin,Manrique,07:40:00,6.270247545,-75.5350139,Medellin,El Poblado,08:00:00,6.212843337,-75.57556759,Moto (Acompa?±ante),Trabajo,0,0
Medellin,El Poblado,20:00:00,6.215380153,-75.56369721,Medellin,Manrique,20:20:00,6.280657085,-75.55191347,Moto (Acompa?±ante),Casa,-1,0
Medellin,La Candelaria,19:00:00,6.231671015,-75.56617605,Medellin,La Candelaria,19:30:00,6.25945364,-75.55948357,Moto (Conductor),Trabajo,0,0
Medellin,Aranjuez,05:00:00,6.274470875,-75.56524854,Medellin,La Candelaria,05:30:00,6.259652901,-75.56057985,Moto (Conductor),Trabajo,0,0
Medellin,La Candelaria,18:00:00,6.249594458,-75.55494321,Medellin,Aranjuez,18:30:00,6.280671976,-75.56689945,Moto (Conductor),Estudio,110,0
Medellin,Robledo,04:00:00,6.280202966,-75.59290457,Medellin,Laureles-Estadio,05:00:00,6.242027812,-75.59428929,Moto (Conductor),Trabajo,0,0
Medellin,Laureles-Estadio,17:00:00,6.248610651,-75.59357136,Medellin,Robledo,18:00:00,6.278587085,-75.61040399,Moto (Conductor),Casa,0,0
Medellin,Robledo,05:40:00,6.275683909,-75.59093883,Medellin,El Poblado,06:00:00,6.1974345,-75.55697699,Moto (Conductor),Trabajo,0,1
Medellin,El Poblado,14:00:00,6.191348928,-75.55431307,Medellin,Robledo,14:30:00,6.284954558,-75.59730607,Moto (Conductor),Casa,1,0
Medellin,Robledo,11:00:00,6.292861678,-75.5948175,Medellin,Robledo,11:15:00,6.280853996,-75.57623606,Moto (Conductor),Diligencia,0,0
Medellin,Robledo,11:30:00,6.292708692,-75.59173363,Medellin,Robledo,11:45:00,6.267677961,-75.58776625,Moto (Conductor),Casa,0,0
Medellin,Robledo,17:30:00,6.279989423,-75.58072437,Medellin,Laureles-Estadio,17:45:00,6.241047613,-75.60792929,Moto (Conductor),Alguien,0,0
Medellin,Laureles-Estadio,18:45:00,6.253735755,-75.58276642,Medellin,Robledo,19:00:00,6.271553119,-75.58705669,Moto (Conductor),Casa,0,0
Medellin,Aranjuez,13:00:00,6.285096358,-75.56466567,Medellin,Robledo,13:14:00,6.28906066,-75.59354694,Moto (Conductor),Alguien,0,0
Medellin,Robledo,18:00:00,6.276944646,-75.60143167,Medellin,Aranjuez,19:00:00,6.275929507,-75.55517279,Moto (Conductor),Casa,0,0
Medellin,Robledo,08:00:00,6.282272509,-75.59901664,Medellin,Laureles-Estadio,08:30:00,6.243224903,-75.60564493,Moto (Conductor),Trabajo,0,0
Medellin,Laureles-Estadio,17:30:00,6.247751877,-75.58982486,Medellin,Robledo,18:00:00,6.285301681,-75.5991296,Moto (Conductor),Casa,0,0
Medellin,Robledo,12:00:00,6.27288261,-75.59089234,Medellin,La Candelaria,12:30:00,6.262110871,-75.5718004,Moto (Conductor),Estudio,0,0
Medellin,La Candelaria,17:00:00,6.260308678,-75.56683326,Medellin,Robledo,17:20:00,6.262233542,-75.58356595,Moto (Conductor),Casa,106,0
Medellin,Robledo,17:00:00,6.26461491,-75.57925631,Medellin,Castilla,17:20:00,6.283455509,-75.57486574,Moto (Conductor),Diligencia,0,0
Medellin,Robledo,17:00:00,6.281417425,-75.59864862,Medellin,Castilla,17:20:00,6.303784496,-75.55932769,Moto (Acompa?±ante),Alguien,0,0
Medellin,Castilla,18:00:00,6.298150232,-75.56174333,Medellin,Robledo,18:30:00,6.263745445,-75.57938092,Moto (Acompa?±ante),Casa,0,0
Medellin,Robledo,09:40:00,6.28058802,-75.57843012,Medellin,El Poblado,09:45:00,6.203209732,-75.55807279,Moto (Conductor),Otro,0,1
Medellin,El Poblado,10:45:00,6.199739532,-75.56284173,Medellin,Guayabal,11:30:00,6.226413961,-75.58712008,Moto (Conductor),Otro,1,0
Medellin,Robledo,09:40:00,6.279988566,-75.60369667,Medellin,Robledo,09:45:00,6.285579649,-75.58564583,Moto (Acompa?±ante),Otro,0,0
Medellin,Robledo,10:45:00,6.271360043,-75.58327353,Medellin,Guayabal,11:30:00,6.220067968,-75.5775967,Moto (Acompa?±ante),Otro,0,0
Medellin,Guayabal,12:15:00,6.22487843,-75.58698373,Medellin,Robledo,12:45:00,6.294254262,-75.59597689,Moto (Acompa?±ante),Casa,0,0
Medellin,Aranjuez,07:45:00,6.272956406,-75.56693291,Medellin,Laureles-Estadio,08:00:00,6.240884836,-75.61575999,Moto (Conductor),Trabajo,0,0
Medellin,Laureles-Estadio,21:00:00,6.240571532,-75.59609524,Medellin,Aranjuez,22:00:00,6.265808964,-75.56070433,Moto (Conductor),Casa,0,223
Medellin,Manrique,07:00:00,6.26559099,-75.55044202,Medellin,La Candelaria,07:30:00,6.252177408,-75.56198852,Moto (Conductor),Trabajo,0,0
Medellin,La Candelaria,18:00:00,6.254965782,-75.57471328,Medellin,Belen,18:30:00,6.206961288,-75.60065109,Moto (Conductor),Salud,113,0
Medellin,Belen,22:00:00,6.232519298,-75.58346698,Medellin,Manrique,22:30:00,6.273787569,-75.55048824,Moto (Conductor),Casa,0,0
Medellin,Robledo,16:40:00,6.283495868,-75.59249139,Medellin,Robledo,16:45:00,6.275120127,-75.6221333,Moto (Acompa?±ante),Alguien,0,0
Medellin,Robledo,16:50:00,6.290283781,-75.60311021,Medellin,Robledo,17:00:00,6.28194298,-75.62365268,Moto (Acompa?±ante),Casa,-1,-1
Medellin,Robledo,16:50:00,6.292753128,-75.59421614,Medellin,Robledo,17:10:00,6.284894773,-75.60102538,Moto (Acompa?±ante),Casa,0,0
Medellin,Robledo,16:50:00,6.278934131,-75.5887203,Medellin,Robledo,17:00:00,6.275706284,-75.62131627,Moto (Acompa?±ante),Casa,0,0
Medellin,Aranjuez,05:10:00,6.275457572,-75.55537196,Medellin,Robledo,06:00:00,6.277756673,-75.58717394,Moto (Conductor),Estudio,0,0
Medellin,Robledo,13:40:00,6.282807696,-75.58997367,Medellin,La Candelaria,14:00:00,6.242449389,-75.56445278,Moto (Conductor),Casa,0,214
Medellin,Aranjuez,19:00:00,6.283178513,-75.5665829,Medellin,Aranjuez,19:04:00,6.269509551,-75.5598183,Moto (Conductor),Compras,0,0
Medellin,Aranjuez,20:10:00,6.27789368,-75.55533005,Medellin,Aranjuez,20:15:00,6.287394681,-75.55960706,Moto (Conductor),Casa,0,0
Medellin,Robledo,08:30:00,6.283664071,-75.60090409,Medellin,La Candelaria,08:50:00,6.256933142,-75.56188907,Moto (Conductor),Trabajo,0,0
Medellin,La Candelaria,18:00:00,6.249317739,-75.57729156,Medellin,Robledo,18:25:00,6.286424688,-75.59770324,Moto (Conductor),Casa,0,0
Medellin,Robledo,07:30:00,6.280044357,-75.57478249,Medellin,Aranjuez,07:45:00,6.269142783,-75.56810652,Moto (Conductor),Estudio,0,0
Medellin,Aranjuez,18:00:00,6.281950624,-75.55326313,Medellin,Robledo,18:30:00,6.277347665,-75.61438495,Moto (Conductor),Casa,0,0
Medellin,Manrique,16:30:00,6.284763033,-75.5472779,Medellin,El Poblado,17:00:00,6.18310967,-75.56223362,Moto (Conductor),Trabajo,0,1
Medellin,El Poblado,18:00:00,6.181996151,-75.55948103,Medellin,Manrique,18:15:00,6.281636655,-75.53976858,Moto (Conductor),Casa,-1,0
Medellin,Manrique,06:30:00,6.266078086,-75.53223332,Medellin,Manrique,06:40:00,6.267992021,-75.55213076,Moto (Acompa?±ante),Estudio,-1,0
Medellin,Manrique,12:30:00,6.276989328,-75.55033136,Medellin,Manrique,12:40:00,6.262545555,-75.54459163,Moto (Acompa?±ante),Casa,0,-1
Medellin,Robledo,06:15:00,6.284145098,-75.59394817,Medellin,El Poblado,06:45:00,6.213239768,-75.57038151,Moto (Acompa?±ante),Trabajo,0,0
Medellin,El Poblado,17:00:00,6.187499905,-75.57560385,Medellin,Robledo,17:45:00,6.278626203,-75.60170216,Moto (Acompa?±ante),Estudio,-1,0
Medellin,Robledo,05:30:00,6.280645112,-75.62435838,Medellin,El Poblado,05:50:00,6.22730901,-75.57066529,Moto (Conductor),Estudio,0,212
Medellin,El Poblado,18:00:00,6.215693392,-75.55674091,Medellin,Robledo,18:30:00,6.277663898,-75.59910483,Moto (Conductor),Casa,1,0
Medellin,Robledo,06:30:00,6.279325755,-75.61632269,Medellin,Laureles-Estadio,06:50:00,6.241317666,-75.59120757,Moto (Acompa?±ante),Trabajo,0,0
