ORIGIN_MUNICIPIO,ORIGIN_COMUNA,ORIGIN_TIME,o_lat,o_long,DESTINATION_MUNICIPIO,DESTINATION_COMUNA,DESTINATION_TIME,d_lat,d_long,TRANSPORT_MODE_S1,TRIP_PURPOSE,ORIGIN_CLUSTER,DESTINATION_CLUSTER
Medellin,Corregimiento Santa Elena,17:00:00,6.271346725,-75.53463378,Medellin,Corregimiento Santa Elena,17:20:00,6.286682335,-75.51950028,Moto (Conductor),Trabajo,0,-1
Medellin,Corregimiento Santa Elena,23:00:00,6.258751135,-75.51492802,Medellin,Corregimiento Santa Elena,23:20:00,6.24300476,-75.49789832,Moto (Conductor),Casa,-1,-1
Medellin,Corregimiento Santa Elena,04:00:00,6.279176672,-75.52752109,Medellin,Laureles-Estadio,06:00:00,6.267636446,-75.59575494,Moto (Conductor),Trabajo,-1,0
Medellin,Laureles-Estadio,21:30:00,6.254014539,-75.57775436,Medellin,Corregimiento Santa Elena,23:00:00,6.257675039,-75.50139414,Moto (Conductor),Casa,0,-1
Medellin,Corregimiento Santa Elena,06:30:00,6.289589423,-75.53009454,Medellin,Corregimiento Santa Elena,06:40:00,6.268561345,-75.50845405,Moto (Conductor),Trabajo,-1,-1
Medellin,Corregimiento Santa Elena,16:50:00,6.28774861,-75.50011398,Medellin,Corregimiento Santa Elena,17:00:00,6.298499686,-75.51039593,Moto (Conductor),Casa,-1,-1
Medellin,Corregimiento Santa Elena,06:30:00,6.283339341,-75.5227404,Medellin,Corregimiento Santa Elena,07:00:00,6.284458867,-75.49843988,Moto (Acompa?±ante),Trabajo,-1,-1
Medellin,Corregimiento Santa Elena,15:00:00,6.19303055,-75.50753562,Medellin,Corregimiento Santa Elena,15:30:00,6.251126996,-75.49252924,Moto (Acompa?±ante),Casa,-1,-1
Medellin,Corregimiento Santa Elena,05:00:00,6.204051699,-75.50190044,Medellin,Laureles-Estadio,06:00:00,6.243663116,-75.59104556,Moto (Conductor),Trabajo,-1,0
Medellin,Laureles-Estadio,16:00:00,6.252381282,-75.59541826,Medellin,Corregimiento Santa Elena,17:30:00,6.263887007,-75.51127177,Moto (Conductor),Casa,0,-1
Medellin,Corregimiento Altavista,09:00:00,6.252310171,-75.64090572,Medellin,La Candelaria,09:30:00,6.246525096,-75.57826264,Moto (Conductor),Trabajo,-1,203
Medellin,La Candelaria,21:30:00,6.262624888,-75.56832481,Medellin,Corregimiento Altavista,22:00:00,6.210407825,-75.62995279,Moto (Conductor),Casa,0,-1
Medellin,Corregimiento Altavista,10:00:00,6.230460085,-75.62219074,Medellin,Belen,10:30:00,6.233495756,-75.59189477,Moto (Conductor),Trabajo,-1,0
Medellin,Belen,21:00:00,6.23749943,-75.59785863,Medellin,Corregimiento Altavista,22:00:00,6.221724591,-75.64678949,Moto (Conductor),Casa,0,-1
Medellin,Corregimiento Santa Elena,06:00:00,6.23988389,-75.51338796,Medellin,La Candelaria,07:00:00,6.252177481,-75.55678026,Moto (Conductor),Trabajo,-1,0
Medellin,La Candelaria,18:00:00,6.258949913,-75.56137317,Medellin,Corregimiento Santa Elena,19:00:00,6.199272288,-75.54398013,Moto (Conductor),Casa,0,-1
Medellin,Corregimiento Altavista,06:35:00,6.199694237,-75.61914713,Medellin,La Candelaria,06:55:00,6.247894179,-75.57268391,Moto (Conductor),Trabajo,-1,202
Medellin,La Candelaria,19:00:00,6.254836664,-75.56345734,Medellin,Corregimiento Altavista,19:30:00,6.239033344,-75.63966117,Moto (Conductor),Casa,101,-1
Medellin,Corregimiento Altavista,06:30:00,6.227115424,-75.65066245,Medellin,Guayabal,07:00:00,6.207941917,-75.58793344,Moto (Conductor),Trabajo,-1,0
Medellin,Guayabal,07:30:00,6.207896238,-75.58633541,Medellin,Robledo,08:00:00,6.280513624,-75.58892835,Moto (Conductor),Estudio,0,0
Medellin,Robledo,22:00:00,6.277639985,-75.58579755,Medellin,Corregimiento Altavista,22:30:00,6.224518144,-75.63860398,Moto (Conductor),Casa,0,-1
Medellin,Corregimiento Altavista,07:00:00,6.233138192,-75.64014689,Medellin,Belen,07:30:00,6.234159429,-75.58923039,Moto (Conductor),Estudio,-1,0
Medellin,Belen,12:00:00,6.236264749,-75.60526523,Medellin,La Candelaria,12:30:00,6.251592246,-75.56450948,Moto (Conductor),Almuerzo,0,209
Medellin,La Candelaria,15:30:00,6.241336545,-75.57257371,Medellin,Belen,16:00:00,6.238131973,-75.59445173,Moto (Conductor),Estudio,0,0
Medellin,Belen,19:00:00,6.213441973,-75.60625657,Medellin,Corregimiento Altavista,19:40:00,6.198895285,-75.62116008,Moto (Conductor),Casa,0,-1
Medellin,Corregimiento Altavista,07:35:00,6.2271546,-75.65118331,Medellin,El Poblado,08:10:00,6.199530885,-75.57881495,Moto (Conductor),Trabajo,-1,3
Medellin,El Poblado,22:00:00,6.202590995,-75.56816212,Medellin,Corregimiento Altavista,22:30:00,6.21372335,-75.64157865,Moto (Conductor),Casa,1,-1
Medellin,Corregimiento Altavista,06:50:00,6.208349935,-75.6137587,Medellin,El Poblado,07:20:00,6.198436112,-75.55667939,Moto (Conductor),Trabajo,-1,1
Medellin,El Poblado,17:30:00,6.181787893,-75.55943059,Medellin,Corregimiento Altavista,18:25:00,6.243796227,-75.65038279,Moto (Conductor),Casa,-1,-1
Medellin,Corregimiento Altavista,06:30:00,6.218707252,-75.63484574,Medellin,Castilla,07:00:00,6.283730509,-75.57450142,Moto (Conductor),Trabajo,-1,0
Medellin,Castilla,18:00:00,6.266472454,-75.57522833,Medellin,Corregimiento Altavista,18:30:00,6.221332174,-75.63499141,Moto (Conductor),Casa,0,-1
Medellin,Corregimiento Altavista,15:00:00,6.214385225,-75.64492164,Medellin,Castilla,16:00:00,6.285866197,-75.56999606,Moto (Conductor),Diligencia,-1,0
Medellin,Castilla,20:30:00,6.283923982,-75.57612612,Medellin,Corregimiento Altavista,21:30:00,6.225147952,-75.63093908,Moto (Conductor),Casa,0,-1
Medellin,Corregimiento Altavista,09:00:00,6.251269255,-75.65268538,Medellin,Belen,09:30:00,6.220988464,-75.59552156,Moto (Conductor),Diligencia,-1,0
Medellin,Belen,12:30:00,6.211222028,-75.60294494,Medellin,Corregimiento Altavista,12:50:00,6.224602428,-75.61556384,Moto (Conductor),Casa,0,-1
Medellin,Corregimiento Altavista,12:10:00,6.255598628,-75.66061713,Medellin,Belen,12:30:00,6.222882117,-75.60940137,Moto (Conductor),Trabajo,-1,-1
Medellin,Belen,21:00:00,6.22074971,-75.59843545,Medellin,Corregimiento Altavista,21:20:00,6.240989614,-75.65371024,Moto (Conductor),Casa,0,-1
Medellin,Corregimiento Altavista,07:30:00,6.243468538,-75.64202379,Medellin,Guayabal,08:20:00,6.22388836,-75.5785306,Moto (Conductor),Trabajo,-1,0
Medellin,Guayabal,18:00:00,6.228375046,-75.57853049,Medellin,Corregimiento Altavista,19:00:00,6.241981229,-75.63312868,Moto (Conductor),Casa,0,-1
Medellin,Corregimiento Altavista,02:30:00,6.219528147,-75.61948289,Medellin,La Candelaria,03:00:00,6.258788021,-75.57391637,Moto (Conductor),Trabajo,-1,0
Medellin,La Candelaria,21:00:00,6.2554054,-75.56811723,Medellin,Corregimiento Altavista,21:30:00,6.220883803,-75.62849761,Moto (Conductor),Casa,101,-1
Medellin,Corregimiento Altavista,11:00:00,6.227074424,-75.65266229,Medellin,El Poblado,12:00:00,6.208379315,-75.54902762,Moto (Conductor),Trabajo,-1,1
Medellin,El Poblado,20:00:00,6.190497776,-75.55781763,Medellin,Corregimiento Altavista,21:00:00,6.207873898,-75.62428055,Moto (Conductor),Casa,1,-1
Medellin,Corregimiento Altavista,05:30:00,6.239501698,-75.6144511,Medellin,El Poblado,06:10:00,6.21851669,-75.57710224,Moto (Conductor),Trabajo,0,0
Medellin,El Poblado,17:30:00,6.190758025,-75.57633509,Medellin,Corregimiento Altavista,18:00:00,6.207018992,-75.62490231,Moto (Conductor),Casa,-1,-1
Medellin,Aranjuez,16:00:00,6.264072245,-75.56027659,Medellin,Corregimiento Altavista,17:00:00,6.214189989,-75.63515916,Moto (Conductor),Casa,0,-1
Medellin,Corregimiento Altavista,05:30:00,6.238282163,-75.64669927,Medellin,La Candelaria,06:00:00,6.260674012,-75.56949151,Moto (Conductor),Trabajo,-1,206
Medellin,La Candelaria,16:15:00,6.253093264,-75.55760292,Medellin,Corregimiento Altavista,17:00:00,6.197813115,-75.62116067,Moto (Conductor),Casa,0,-1
Medellin,Corregimiento Altavista,14:00:00,6.260328894,-75.65629043,Medellin,Laureles-Estadio,14:15:00,6.24708566,-75.59490441,Moto (Conductor),Compras,-1,0
Medellin,Laureles-Estadio,16:00:00,6.248212289,-75.59655878,Medellin,Corregimiento Altavista,16:20:00,6.215045676,-75.64545653,Moto (Conductor),Casa,0,-1
Medellin,Corregimiento Altavista,07:00:00,6.236686907,-75.64430615,Medellin,Belen,07:30:00,6.22729616,-75.60301536,Moto (Conductor),Trabajo,-1,0
Medellin,Belen,17:30:00,6.218519548,-75.59654861,Medellin,Corregimiento Altavista,18:00:00,6.211421999,-75.64166478,Moto (Conductor),Casa,0,-1
Medellin,Corregimiento Altavista,04:40:00,6.214080028,-75.64109019,Medellin,El Poblado,05:45:00,6.184797668,-75.56530917,Moto (Conductor),Trabajo,-1,1
Medellin,El Poblado,18:00:00,6.177077968,-75.55587244,Medellin,Corregimiento Altavista,19:00:00,6.240838229,-75.64058057,Moto (Conductor),Casa,-1,-1
Medellin,Corregimiento Altavista,05:50:00,6.233907228,-75.63105195,Medellin,La Candelaria,06:00:00,6.238798948,-75.57349735,Moto (Conductor),Trabajo,-1,0
Medellin,La Candelaria,17:50:00,6.241906514,-75.57052436,Medellin,Corregimiento Altavista,18:00:00,6.246937082,-75.65735982,Moto (Conductor),Casa,0,-1
Medellin,Corregimiento Altavista,07:00:00,6.250310025,-75.65219775,Medellin,Belen,07:30:00,6.227914983,-75.60342264,Moto (Conductor),Trabajo,-1,0
Medellin,Belen,19:00:00,6.211198993,-75.59721407,Medellin,Corregimiento Altavista,20:00:00,6.227075109,-75.63883363,Moto (Conductor),Casa,0,-1
Medellin,Corregimiento Altavista,05:00:00,6.243995804,-75.66316887,Medellin,Corregimiento Santa Elena,06:00:00,6.267060258,-75.49851184,Moto (Conductor),Trabajo,-1,-1
Medellin,Corregimiento Santa Elena,21:00:00,6.292877712,-75.50130263,Medellin,Corregimiento Altavista,22:00:00,6.215869835,-75.63301373,Moto (Conductor),Casa,-1,-1
Medellin,Corregimiento Altavista,05:00:00,6.214901561,-75.65011661,Medellin,Belen,05:30:00,6.206140218,-75.6026236,Moto (Acompa?±ante),Trabajo,-1,0
Medellin,Belen,21:00:00,6.227903802,-75.60105265,Medellin,Corregimiento Altavista,22:00:00,6.241387714,-75.62560935,Moto (Acompa?±ante),Casa,0,-1
Medellin,Belen,22:00:00,6.230431057,-75.60576996,Medellin,Corregimiento Altavista,22:30:00,6.217722325,-75.61988109,Moto (Acompa?±ante),Casa,0,-1
Medellin,Corregimiento Altavista,09:00:00,6.24375727,-75.62594812,Medellin,Laureles-Estadio,09:30:00,6.252195389,-75.58061889,Moto (Conductor),Trabajo,-1,0
Medellin,Laureles-Estadio,17:00:00,6.24175824,-75.59038155,Medellin,Belen,17:30:00,6.234367006,-75.61622868,Moto (Conductor),Estudio,0,-1
Medellin,Belen,21:00:00,6.233615593,-75.59885662,Medellin,Corregimiento Altavista,21:30:00,6.244426607,-75.63140656,Moto (Conductor),Casa,0,0
Medellin,Belen,22:00:00,6.218670951,-75.59561485,Medellin,Corregimiento Altavista,22:30:00,6.196763074,-75.62751066,Moto (Acompa?±ante),Casa,0,-1
Medellin,Corregimiento Altavista,14:00:00,6.211459159,-75.64297289,Medellin,Guayabal,15:00:00,6.231667815,-75.58229819,Moto (Conductor),Trabajo,-1,0
Medellin,Guayabal,20:00:00,6.223737708,-75.58796137,Medellin,Corregimiento Altavista,21:00:00,6.208573261,-75.64791031,Moto (Conductor),Casa,0,-1
Medellin,Corregimiento Altavista,05:00:00,6.20144933,-75.63330813,Medellin,Belen,05:40:00,6.22185386,-75.60814773,Moto (Conductor),Trabajo,-1,0
Medellin,Belen,14:00:00,6.222734275,-75.59795678,Medellin,Corregimiento Altavista,14:30:00,6.226867228,-75.63702049,Moto (Conductor),Casa,0,-1
Medellin,Laureles-Estadio,18:00:00,6.256124073,-75.58196197,Medellin,Corregimiento Altavista,18:30:00,6.219313387,-75.63545171,Moto (Conductor),Casa,0,-1
Medellin,Corregimiento Altavista,07:00:00,6.259983767,-75.65286773,Medellin,Laureles-Estadio,08:00:00,6.252503017,-75.58098563,Moto (Conductor),Trabajo,-1,0
Medellin,Laureles-Estadio,17:00:00,6.238639866,-75.60761337,Medellin,Corregimiento Altavista,18:00:00,6.202991185,-75.60532843,Moto (Conductor),Casa,0,0
Medellin,Belen,07:10:00,6.236150695,-75.60637352,Medellin,Guayabal,07:20:00,6.199336834,-75.59005494,Moto (Conductor),Alguien,0,0
Medellin,Guayabal,07:21:00,6.216589257,-75.58144021,Medellin,Belen,07:31:00,6.217897632,-75.59745017,Moto (Conductor),Otro,0,0
Medellin,Belen,10:40:00,6.225919216,-75.60770981,Medellin,La Candelaria,11:05:00,6.244396358,-75.57424529,Moto (Conductor),Diligencia,0,217
Medellin,Laureles-Estadio,08:41:00,6.245865053,-75.59147348,Medellin,La Candelaria,08:55:00,6.243679494,-75.56723572,Moto (Conductor),Trabajo,0,201
Medellin,La Candelaria,17:00:00,6.244328415,-75.57163631,Medellin,Laureles-Estadio,17:20:00,6.252923061,-75.58266301,Moto (Conductor),Estudio,0,0
Medellin,Corregimiento Altavista,07:00:00,6.233660008,-75.62853276,Medellin,Guayabal,08:00:00,6.215995325,-75.59320572,Moto (Conductor),Trabajo,-1,0
Medellin,Guayabal,17:00:00,6.225590128,-75.58969325,Medellin,Corregimiento Altavista,18:00:00,6.243027917,-75.64626242,Moto (Conductor),Casa,0,-1
Medellin,Corregimiento Altavista,06:00:00,6.234238399,-75.64885588,Medellin,Castilla,07:00:00,6.30105424,-75.56602466,Moto (Conductor),Trabajo,-1,0
Medellin,Castilla,17:30:00,6.300587768,-75.5618098,Medellin,Corregimiento Altavista,18:30:00,6.219617189,-75.64335811,Moto (Conductor),Casa,0,-1
Medellin,Guayabal,17:00:00,6.220664601,-75.58284226,Medellin,La Candelaria,18:00:00,6.245646987,-75.56481032,Moto (Conductor),Estudio,0,218
Medellin,Corregimiento Santa Elena,07:00:00,6.239311832,-75.52293436,Medellin,La Candelaria,08:15:00,6.236209741,-75.56765779,Moto (Acompa?±ante),Trabajo,-1,204
Medellin,Corregimiento Santa Elena,07:00:00,6.194966336,-75.50167712,Medellin,Corregimiento Santa Elena,07:15:00,6.284053496,-75.49888523,Moto (Conductor),Diligencia,-1,-1
Medellin,Corregimiento Santa Elena,07:20:00,6.285180067,-75.50147828,Medellin,Corregimiento Santa Elena,07:50:00,6.227995227,-75.50022913,Moto (Conductor),Casa,-1,-1
Medellin,Corregimiento Santa Elena,14:50:00,6.274731116,-75.50325559,Medellin,Corregimiento Santa Elena,15:00:00,6.185036849,-75.53564579,Moto (Conductor),Casa,-1,-1
Medellin,La Candelaria,09:00:00,6.234876197,-75.5693873,Medellin,La Candelaria,09:10:00,6.244683993,-75.57880201,Moto (Conductor),Trabajo,0,0
Medellin,Corregimiento Santa Elena,12:00:00,6.262444005,-75.52738687,Medellin,Corregimiento Santa Elena,12:25:00,6.205887079,-75.49614636,Moto (Acompa?±ante),Estudio,-1,-1
Medellin,Corregimiento Santa Elena,16:00:00,6.269136164,-75.50565412,Medellin,Corregimiento Santa Elena,16:30:00,6.262154854,-75.52654714,Moto (Acompa?±ante),Casa,-1,-1
Medellin,Corregimiento Santa Elena,17:10:00,6.240166641,-75.53353468,Medellin,La Candelaria,18:00:00,6.247205557,-75.55830288,Moto (Conductor),Estudio,5,0
Medellin,La Candelaria,20:50:00,6.248386255,-75.57399241,Medellin,Corregimiento Santa Elena,21:30:00,6.196135768,-75.51870797,Moto (Conductor),Casa,0,-1
Medellin,Corregimiento Santa Elena,06:25:00,6.292509119,-75.51569608,Medellin,La Candelaria,07:00:00,6.247411534,-75.57021762,Moto (Conductor),Trabajo,-1,202
Medellin,La Candelaria,15:30:00,6.241480164,-75.57668171,Medellin,Corregimiento Santa Elena,16:10:00,6.210104614,-75.54174665,Moto (Conductor),Casa,0,-1
Medellin,Corregimiento Santa Elena,09:00:00,6.267508342,-75.52378792,Medellin,Corregimiento Santa Elena,09:20:00,6.289986999,-75.51241155,Moto (Conductor),Compras,-1,-1
Medellin,Corregimiento Santa Elena,11:20:00,6.177050608,-75.55494912,Medellin,Corregimiento Santa Elena,11:40:00,6.197463692,-75.52840353,Moto (Conductor),Casa,-1,-1
Medellin,Corregimiento Santa Elena,09:00:00,6.2498465,-75.49578194,Medellin,Corregimiento Santa Elena,09:20:00,6.266529446,-75.51582045,Moto (Acompa?±ante),Compras,-1,-1
Medellin,Corregimiento Santa Elena,11:20:00,6.258317731,-75.51016172,Medellin,Corregimiento Santa Elena,11:40:00,6.227455863,-75.49910356,Moto (Acompa?±ante),Casa,-1,-1
Medellin,Corregimiento Santa Elena,10:00:00,6.184816297,-75.53394767,Medellin,El Poblado,10:30:00,6.188920974,-75.55527551,Moto (Conductor),Compras,-1,1
Medellin,El Poblado,12:00:00,6.200155054,-75.56119703,Medellin,Corregimiento Santa Elena,12:30:00,6.223576654,-75.50002564,Moto (Conductor),Casa,1,-1
Medellin,Corregimiento Santa Elena,12:00:00,6.274163779,-75.52103066,Medellin,Corregimiento Santa Elena,12:15:00,6.259555698,-75.52442659,Moto (Conductor),Diligencia,-1,-1
Medellin,Corregimiento Santa Elena,13:00:00,6.216323739,-75.5417912,Medellin,Corregimiento Santa Elena,13:15:00,6.261403744,-75.52905148,Moto (Conductor),Casa,-1,-1
Medellin,Corregimiento Santa Elena,05:00:00,6.228911397,-75.51258921,Medellin,Corregimiento Santa Elena,05:40:00,6.214411551,-75.51260935,Moto (Conductor),Trabajo,-1,-1
Medellin,Corregimiento Santa Elena,16:00:00,6.17864839,-75.53434192,Medellin,Corregimiento Santa Elena,16:40:00,6.220859427,-75.50453724,Moto (Conductor),Casa,-1,-1
Medellin,Corregimiento Santa Elena,08:00:00,6.28815812,-75.52982456,Medellin,Buenos Aires,08:45:00,6.217866924,-75.56359931,Moto (Conductor),Trabajo,-1,1
Medellin,Buenos Aires,11:20:00,6.229276311,-75.53281278,Medellin,Corregimiento Santa Elena,12:00:00,6.241538623,-75.5273704,Moto (Conductor),Casa,3,5
Medellin,Corregimiento Santa Elena,11:55:00,6.197464432,-75.50169812,Medellin,Belen,12:00:00,6.227421434,-75.60195351,Moto (Conductor),Alguien,-1,0
Medellin,Belen,12:02:00,6.23228857,-75.59775823,Medellin,Corregimiento Santa Elena,12:05:00,6.275338014,-75.51060661,Moto (Conductor),Casa,0,-1
Medellin,Corregimiento Santa Elena,14:00:00,6.244193484,-75.52462759,Medellin,Corregimiento Santa Elena,14:20:00,6.209800441,-75.49369751,Moto (Conductor),Diligencia,-1,-1
Medellin,Corregimiento Santa Elena,15:15:00,6.209142286,-75.49011098,Medellin,Corregimiento Santa Elena,16:20:00,6.190785719,-75.49976674,Moto (Conductor),Diligencia,-1,-1
Medellin,Corregimiento Santa Elena,17:10:00,6.221047377,-75.51173706,Medellin,Corregimiento Santa Elena,17:20:00,6.228877916,-75.52272404,Moto (Conductor),Casa,-1,-1
Medellin,Corregimiento Santa Elena,07:20:00,6.229722839,-75.4983897,Medellin,Belen,07:30:00,6.236436611,-75.57891612,Moto (Conductor),Alguien,-1,0
Medellin,Belen,07:35:00,6.225209531,-75.60005522,Medellin,Corregimiento Santa Elena,07:45:00,6.202149135,-75.49482039,Moto (Conductor),Casa,0,-1
Medellin,Corregimiento Santa Elena,07:20:00,6.22931275,-75.51599757,Medellin,Belen,07:30:00,6.216118271,-75.60103339,Moto (Acompa?±ante),Estudio,-1,0
Medellin,Belen,12:00:00,6.2350611,-75.60979848,Medellin,Corregimiento Santa Elena,12:10:00,6.231873257,-75.48493956,Moto (Acompa?±ante),Casa,0,-1
Medellin,Popular,15:35:00,6.292676085,-75.54653466,Medellin,Castilla,16:00:00,6.285866756,-75.57038508,Moto (Conductor),Alguien,0,0
Medellin,Corregimiento Santa Elena,06:50:00,6.221834935,-75.52360387,Medellin,Corregimiento Santa Elena,07:00:00,6.205305982,-75.49670313,Moto (Acompa?±ante),Estudio,-1,-1
Medellin,Corregimiento Santa Elena,12:00:00,6.299108817,-75.51544258,Medellin,Corregimiento Santa Elena,12:10:00,6.275338667,-75.50953189,Moto (Acompa?±ante),Casa,-1,-1
Medellin,Corregimiento Santa Elena,07:00:00,6.212900259,-75.50525425,Medellin,Aranjuez,08:00:00,6.268417123,-75.56479513,Moto (Conductor),Trabajo,-1,0
Medellin,Aranjuez,18:30:00,6.26725508,-75.56982215,Medellin,Corregimiento Santa Elena,19:30:00,6.17768411,-75.5386493,Moto (Conductor),Casa,0,-1
Medellin,Corregimiento San Sebastian de Pal Prado,06:30:00,6.285153931,-75.68710818,Medellin,La Candelaria,07:50:00,6.233204999,-75.57127187,Moto (Conductor),Trabajo,-1,216
Medellin,La Candelaria,16:00:00,6.225624495,-75.56514448,Medellin,Corregimiento San Sebastian de Pal Prado,17:20:00,6.363615324,-75.71623556,Moto (Conductor),Casa,0,-1
Medellin,Corregimiento Altavista,10:00:00,6.217347547,-75.63700575,Medellin,Belen,11:00:00,6.210584495,-75.60657503,Moto (Conductor),Trabajo,-1,0
Medellin,Belen,20:00:00,6.229536624,-75.60674242,Medellin,Corregimiento Altavista,20:45:00,6.230097069,-75.62543752,Moto (Conductor),Casa,0,-1
Medellin,Corregimiento Altavista,17:00:00,6.218872751,-75.63966841,Medellin,Laureles-Estadio,18:00:00,6.244155003,-75.58413322,Moto (Conductor),Estudio,-1,0
Medellin,Laureles-Estadio,22:00:00,6.241655603,-75.59095999,Medellin,Corregimiento Altavista,23:00:00,6.219321874,-75.61693393,Moto (Conductor),Casa,0,-1
Medellin,Corregimiento Altavista,05:15:00,6.20958003,-75.63733549,Medellin,Guayabal,06:00:00,6.218622982,-75.59093886,Moto (Conductor),Trabajo,-1,0
Medellin,Guayabal,17:00:00,6.220029683,-75.58019027,Medellin,Corregimiento Altavista,18:00:00,6.227961675,-75.64692168,Moto (Conductor),Casa,0,-1
Medellin,El Poblado,18:00:00,6.196287637,-75.56154599,Medellin,El Poblado,18:15:00,6.188645991,-75.56705881,Moto (Acompa?±ante),Compras,1,1
Medellin,Robledo,14:00:00,6.273829911,-75.58115447,Medellin,Belen,14:10:00,6.23898608,-75.61868094,Moto (Conductor),Recreacion,0,0
Medellin,Belen,17:00:00,6.220010648,-75.59572289,Medellin,Belen,17:15:00,6.222211914,-75.61007828,Moto (Conductor),Alguien,0,-1
Medellin,Corregimiento Altavista,06:30:00,6.22818741,-75.65248392,Medellin,La Candelaria,07:00:00,6.242318602,-75.56894229,Moto (Conductor),Trabajo,-1,201
Medellin,La Candelaria,18:00:00,6.243311371,-75.55901697,Medellin,Corregimiento Altavista,18:30:00,6.224029462,-75.63283499,Moto (Conductor),Casa,0,-1
Medellin,Corregimiento Altavista,07:00:00,6.244275317,-75.63293837,Medellin,Belen,08:00:00,6.238534247,-75.5898597,Moto (Conductor),Trabajo,-1,0
Medellin,Belen,18:00:00,6.216321709,-75.60648171,Medellin,Corregimiento Altavista,19:00:00,6.225000357,-75.62273292,Moto (Conductor),Casa,0,-1
Medellin,Corregimiento Altavista,09:00:00,6.212091122,-75.63780665,Medellin,Belen,09:30:00,6.220188373,-75.60854493,Moto (Conductor),Diligencia,-1,0
Medellin,Corregimiento Altavista,06:45:00,6.213212029,-75.62049904,Medellin,La Candelaria,07:00:00,6.253295166,-75.5631813,Moto (Conductor),Trabajo,-1,209
Medellin,La Candelaria,15:00:00,6.251729263,-75.56756521,Medellin,Corregimiento Altavista,15:30:00,6.212160634,-75.61705381,Moto (Conductor),Casa,0,-1
Medellin,Corregimiento Altavista,09:00:00,6.240921044,-75.64032329,Medellin,Belen,09:30:00,6.222781258,-75.59208261,Moto (Conductor),Diligencia,-1,0
Medellin,Belen,11:00:00,6.223651134,-75.61024623,Medellin,Corregimiento Altavista,11:30:00,6.228199231,-75.61949637,Moto (Conductor),Casa,0,-1
Medellin,Corregimiento Altavista,13:00:00,6.209698361,-75.64513299,Medellin,La Candelaria,13:30:00,6.251662275,-75.55767211,Moto (Conductor),Trabajo,-1,0
Medellin,Corregimiento Altavista,07:30:00,6.254154667,-75.65994335,Medellin,La Candelaria,08:00:00,6.253270755,-75.57376632,Moto (Conductor),Trabajo,-1,200
Medellin,Corregimiento Altavista,06:00:00,6.216326474,-75.61771396,Medellin,Belen,07:00:00,6.231310327,-75.59624971,Moto (Conductor),Trabajo,-1,-1
Medellin,Belen,17:00:00,6.22804517,-75.61124024,Medellin,Corregimiento Altavista,17:30:00,6.238872079,-75.6156478,Moto (Conductor),Casa,0,0
Medellin,Belen,06:10:00,6.223480998,-75.60913556,Medellin,Aranjuez,06:40:00,6.280693787,-75.56241127,Moto (Conductor),Trabajo,0,0
Medellin,Aranjuez,17:00:00,6.265835478,-75.56096057,Medellin,Belen,17:40:00,6.211578089,-75.59508882,Moto (Conductor),Casa,0,0
Medellin,Belen,07:30:00,6.23714697,-75.57833091,Medellin,Corregimiento Santa Elena,08:00:00,6.18142704,-75.54256109,Moto (Conductor),Trabajo,0,-1
Medellin,Corregimiento Santa Elena,19:00:00,6.20838772,-75.50305028,Medellin,Belen,19:40:00,6.234047529,-75.61292983,Moto (Conductor),Casa,-1,0
Medellin,Buenos Aires,08:30:00,6.230526046,-75.52851969,Medellin,La Candelaria,09:00:00,6.234512363,-75.56584752,Moto (Acompa?±ante),Trabajo,3,204
Medellin,La Candelaria,18:00:00,6.24633205,-75.5581521,Medellin,Buenos Aires,18:30:00,6.242323225,-75.56139104,Moto (Acompa?±ante),Casa,0,214
Medellin,Buenos Aires,06:30:00,6.229890429,-75.56332573,Medellin,Guayabal,07:00:00,6.229292147,-75.58176699,Moto (Conductor),Trabajo,0,0
Medellin,Guayabal,13:00:00,6.213682864,-75.59096227,Medellin,Robledo,13:30:00,6.280375669,-75.61439249,Moto (Conductor),Estudio,0,0
Medellin,Robledo,19:30:00,6.2908055,-75.59749678,Medellin,Buenos Aires,20:00:00,6.221458953,-75.56322209,Moto (Conductor),Casa,0,0
Medellin,Belen,08:00:00,6.218087746,-75.60596275,Medellin,La Candelaria,08:30:00,6.231663664,-75.56611938,Moto (Conductor),Trabajo,0,0
Medellin,La Candelaria,13:30:00,6.231397488,-75.57111093,Medellin,Belen,14:00:00,6.212837968,-75.60750864,Moto (Conductor),Casa,103,0
Medellin,Belen,06:00:00,6.225598039,-75.59543043,Medellin,Laureles-Estadio,06:30:00,6.258301049,-75.59106679,Moto (Conductor),Estudio,0,0
Medellin,Laureles-Estadio,12:00:00,6.243182323,-75.59922239,Medellin,Belen,12:30:00,6.224179224,-75.60640582,Moto (Conductor),Casa,0,0
Medellin,Belen,07:00:00,6.232819083,-75.59112262,Medellin,Belen,07:20:00,6.226692411,-75.61260784,Moto (Conductor),Trabajo,-1,-1
Medellin,Belen,20:00:00,6.232788591,-75.61361279,Medellin,Belen,20:15:00,6.23112931,-75.6048578,Moto (Conductor),Casa,0,0
Medellin,Guayabal,03:00:00,6.221021034,-75.59066488,Medellin,Guayabal,03:30:00,6.200008993,-75.58699032,Moto (Conductor),Trabajo,0,0
Medellin,Guayabal,11:30:00,6.218106526,-75.58981549,Medellin,Guayabal,12:00:00,6.211924231,-75.58003626,Moto (Conductor),Casa,0,0
