Cell_Row,Cell_Col,Technology,Latitude,Longitude
95,37,High_Capacity_Charger,4.590993459631811,-74.10994127966288
95,39,High_Capacity_Charger,4.590993459631811,-74.09175946148106
95,41,Standard_Charger,4.590993459631811,-74.07357764329925
97,37,Battery_Swapping_Station,4.609011477649829,-74.10994127966288
97,40,Standard_Charger,4.609011477649829,-74.08266855239015
100,40,Standard_Charger,4.636038504676856,-74.08266855239015
101,38,Standard_Charger,4.645047513685864,-74.10085037057198
102,40,Standard_Charger,4.654056522694874,-74.08266855239015
