,municipio_o,comuna_o,hora_o,municipio_d,comuna_d,hora_d,motivo_viaje,modo_tte,o_long,o_lat,d_long,d_lat
27,Itagui,Itagui-Comuna 04,06:30:00,Medellin,Guayabal,06:45:00,Trabajo,Moto (Conductor),-75.62389329,6.177736721,-75.59921695,6.201450662
28,Medellin,Guayabal,14:00:00,Medellin,La Candelaria,15:00:00,Diligencia,Moto (Conductor),-75.58569059,6.199067517,-75.56387352,6.249806215
29,Itagui,Itagui-Comuna 04,07:30:00,Medellin,Corregimiento San Antonio de Prado,08:00:00,Trabajo,Moto (Conductor),-75.58403085,6.18860642,-75.65034509,6.196956023
30,Medellin,Corregimiento San Antonio de Prado,17:00:00,Itagui,Itagui-Comuna 04,17:40:00,Casa,Moto (Conductor),-75.6676552,6.175450125,-75.6105056,6.166186645
31,Medellin,Guayabal,09:00:00,Medellin,El Poblado,09:20:00,Estudio,Moto (Conductor),-75.58534259,6.211975422,-75.57030413,6.205496434
32,Medellin,El Poblado,16:00:00,Medellin,Guayabal,16:20:00,Casa,Moto (Conductor),-75.57490435,6.186347143,-75.58194915,6.217098452
33,Itagui,Itagui-Comuna 04,14:30:00,Sabaneta,Urbana Sabaneta,14:45:00,Recreacion,Moto (Conductor),-75.64234724,6.16535214,-75.59687359,6.118691825
34,Sabaneta,Urbana Sabaneta,23:00:00,Itagui,Itagui-Comuna 02,23:15:00,Alguien,Moto (Conductor),-75.61936652,6.154797013,-75.61574574,6.195955466
35,Itagui,Itagui-Comuna 02,23:30:00,Sabaneta,Urbana Sabaneta,23:45:00,Alguien,Moto (Conductor),-75.59046623,6.192363276,-75.61364485,6.149272067
36,Sabaneta,Urbana Sabaneta,23:46:00,Itagui,Itagui-Comuna 04,23:59:00,Casa,Moto (Conductor),-75.60953753,6.13338392,-75.63376141,6.176827268
37,Itagui,Itagui-Comuna 04,14:30:00,Sabaneta,Urbana Sabaneta,14:45:00,Recreacion,Moto (Acompa?帶nte),-75.60615846,6.195364916,-75.60980187,6.156476727
38,Sabaneta,Urbana Sabaneta,23:46:00,Itagui,Itagui-Comuna 04,23:59:00,Casa,Moto (Acompa?帶nte),-75.63128554,6.144871963,-75.63398884,6.161582957
39,Itagui,Itagui-Comuna 02,22:30:00,Itagui,Itagui-Comuna 04,23:45:00,Casa,Moto (Acompa?帶nte),-75.61881274,6.173804161,-75.61099107,6.176138454
40,Itagui,Itagui-Comuna 04,11:00:00,Envigado,Zona 09,11:15:00,Trabajo,Moto (Conductor),-75.60038986,6.181968063,-75.56938781,6.149412335
41,Envigado,Zona 09,19:30:00,Itagui,Itagui-Comuna 04,19:45:00,Casa,Moto (Conductor),-75.4920593,6.192785891,-75.59357075,6.187082031
42,Itagui,Itagui-Comuna 04,11:30:00,Medellin,Belen,11:45:00,Trabajo,Moto (Conductor),-75.58482289,6.192612296,-75.60784164,6.218369633
43,Medellin,Belen,22:00:00,Itagui,Itagui-Comuna 04,22:20:00,Casa,Moto (Conductor),-75.58885347,6.235347946,-75.60475693,6.171696046
44,Itagui,Itagui-Comuna 02,19:00:00,Itagui,Itagui-Comuna 04,19:20:00,Casa,Moto (Conductor),-75.62668062,6.176341405,-75.62983097,6.164901028
45,Itagui,Itagui-Comuna 04,06:30:00,Medellin,El Poblado,07:00:00,Trabajo,Moto (Acompa?帶nte),-75.5924427,6.18911191,-75.56300375,6.198670142
46,Medellin,El Poblado,15:00:00,Itagui,Itagui-Comuna 04,15:30:00,Casa,Moto (Acompa?帶nte),-75.58300847,6.189270179,-75.61762752,6.182322118
47,Itagui,Itagui-Comuna 04,07:00:00,Envigado,Zona 09,07:30:00,Trabajo,Moto (Conductor),-75.62884776,6.183079649,-75.50691647,6.176854662
48,Envigado,Zona 09,16:30:00,Itagui,Itagui-Comuna 04,17:00:00,Casa,Moto (Conductor),-75.54637879,6.142326345,-75.63507331,6.177533503
