,municipio_o,comuna_o,hora_o,municipio_d,comuna_d,hora_d,motivo_viaje,modo_tte,o_long,o_lat,d_long,d_lat
2318,Envigado,Zona 07,06:00:00,Medellin,Laureles-Estadio,06:30:00,Trabajo,Moto (Conductor),-75.56570441,6.136598646,-75.6046228,6.242563838
2319,Medellin,Laureles-Estadio,12:30:00,Envigado,Zona 07,13:15:00,Casa,Moto (Conductor),-75.60091155,6.238898514,-75.58685731,6.111165037
2320,Caldas,Urbana Caldas,08:00:00,Medellin,Villa Hermosa,08:50:00,Trabajo,Moto (Conductor),-75.62360927,5.987513369,-75.54909535,6.247746309
2321,Medellin,Villa Hermosa,17:00:00,Caldas,Urbana Caldas,18:00:00,Casa,Moto (Conductor),-75.52397371,6.238495924,-75.67207967,6.055399492
2322,Copacabana,Urbana Copacabana,05:00:00,Medellin,El Poblado,06:00:00,Trabajo,Moto (Conductor),-75.4729409,6.332690874,-75.56809269,6.201119308
2323,Medellin,El Poblado,16:30:00,Copacabana,Urbana Copacabana,17:50:00,Casa,Moto (Conductor),-75.55720005,6.194031808,-75.5110021,6.34050566
2324,Copacabana,Urbana Copacabana,07:10:00,Copacabana,Urbana Copacabana,07:15:00,Alguien,Moto (Conductor),-75.48838775,6.333928719,-75.50459736,6.40195468
2325,Copacabana,Urbana Copacabana,07:20:00,Copacabana,Urbana Copacabana,07:30:00,Casa,Moto (Conductor),-75.48732113,6.363797716,-75.51403412,6.38152703
2326,Copacabana,Urbana Copacabana,11:20:00,Copacabana,Urbana Copacabana,11:30:00,Alguien,Moto (Conductor),-75.50376106,6.398876258,-75.50807518,6.407888584
2327,Copacabana,Urbana Copacabana,11:35:00,Copacabana,Urbana Copacabana,11:45:00,Casa,Moto (Conductor),-75.4686301,6.332301659,-75.48744221,6.309134144
2328,Copacabana,Urbana Copacabana,13:20:00,Girardota,Rural Girardota,14:00:00,Trabajo,Moto (Conductor),-75.50082167,6.394898168,-75.4619074,6.432014326
2329,Girardota,Rural Girardota,22:00:00,Copacabana,Urbana Copacabana,22:30:00,Casa,Moto (Conductor),-75.47569361,6.410366047,-75.50929998,6.401531159
2330,Copacabana,Urbana Copacabana,07:10:00,Copacabana,Urbana Copacabana,07:15:00,Estudio,Moto (Acompa?帶nte),-75.49948246,6.324234802,-75.49278934,6.356151739
2331,Copacabana,Urbana Copacabana,11:35:00,Copacabana,Urbana Copacabana,11:45:00,Casa,Moto (Acompa?帶nte),-75.4882413,6.378443005,-75.52439146,6.389507933
2332,Caldas,Urbana Caldas,06:00:00,La Estrella,Rural La Estrella,06:30:00,Trabajo,Moto (Conductor),-75.60997274,6.002465615,-75.65024614,6.120319493
2333,La Estrella,Rural La Estrella,18:10:00,Caldas,Urbana Caldas,18:40:00,Casa,Moto (Conductor),-75.65580995,6.141619049,-75.59835995,6.100342659
2334,Caldas,Urbana Caldas,06:50:00,Caldas,Urbana Caldas,06:55:00,Trabajo,Moto (Conductor),-75.62994691,6.025537525,-75.65942764,6.001093815
2335,Caldas,Urbana Caldas,12:00:00,Caldas,Urbana Caldas,12:05:00,Alguien,Moto (Conductor),-75.65877735,6.067901181,-75.64222587,6.05923297
2336,Caldas,Urbana Caldas,13:30:00,Medellin,La Candelaria,14:00:00,Estudio,Moto (Conductor),-75.61692117,6.105146361,-75.56175925,6.259256663
2337,Medellin,La Candelaria,21:00:00,Caldas,Urbana Caldas,21:30:00,Casa,Moto (Conductor),-75.5708726,6.2406305,-75.61239789,6.028766066
2338,Copacabana,Urbana Copacabana,05:00:00,Itagui,Itagui-Comuna 01,06:00:00,Trabajo,Moto (Conductor),-75.486872,6.370407592,-75.58632077,6.189663997
2339,Itagui,Itagui-Comuna 01,16:30:00,Copacabana,Urbana Copacabana,17:22:00,Casa,Moto (Conductor),-75.62017221,6.164290929,-75.49307727,6.355362061
2340,Copacabana,Rural Copacabana,08:00:00,Medellin,Laureles-Estadio,08:30:00,Trabajo,Moto (Conductor),-75.51545874,6.378985898,-75.58298146,6.24685858
2341,Medellin,Laureles-Estadio,18:00:00,Copacabana,Rural Copacabana,18:45:00,Casa,Moto (Conductor),-75.59756528,6.246990402,-75.49570913,6.374191335
2342,Copacabana,Urbana Copacabana,07:00:00,Medellin,Guayabal,08:00:00,Trabajo,Moto (Conductor),-75.51842388,6.39985608,-75.57998327,6.20141451
2343,Medellin,Guayabal,16:00:00,Copacabana,Urbana Copacabana,17:00:00,Casa,Moto (Conductor),-75.58196968,6.204688815,-75.50063107,6.386885481
2344,Copacabana,Urbana Copacabana,05:30:00,Medellin,La Candelaria,06:00:00,Estudio,Moto (Conductor),-75.47958804,6.351293701,-75.57136176,6.261647705
2345,Medellin,La Candelaria,18:00:00,Copacabana,Urbana Copacabana,18:30:00,Casa,Moto (Conductor),-75.5671292,6.244750111,-75.52557671,6.30193092
2346,Copacabana,Urbana Copacabana,05:15:00,Itagui,Itagui-Comuna 02,05:50:00,Trabajo,Moto (Conductor),-75.50926049,6.389530325,-75.61972158,6.171331563
2347,Itagui,Itagui-Comuna 02,16:30:00,Copacabana,Urbana Copacabana,17:30:00,Casa,Moto (Conductor),-75.58947681,6.185431666,-75.49104553,6.332642206
2348,Copacabana,Urbana Copacabana,06:30:00,Medellin,El Poblado,07:30:00,Trabajo,Moto (Conductor),-75.51925563,6.393405366,-75.55379154,6.207453862
2349,Medellin,El Poblado,18:00:00,Copacabana,Urbana Copacabana,18:30:00,Casa,Moto (Conductor),-75.55705124,6.206783527,-75.48575094,6.355151466
2350,Copacabana,Urbana Copacabana,07:00:00,Medellin,Manrique,08:00:00,Estudio,Moto (Acompa?帶nte),-75.48957898,6.426720823,-75.54394247,6.271647889
2351,Medellin,Manrique,14:00:00,Copacabana,Urbana Copacabana,15:00:00,Casa,Moto (Acompa?帶nte),-75.54082692,6.282481194,-75.50700657,6.350190264
2352,Copacabana,Urbana Copacabana,07:00:00,Itagui,Itagui-Comuna 03,07:30:00,Trabajo,Moto (Conductor),-75.51352785,6.364369857,-75.62384709,6.189887956
2353,Itagui,Itagui-Comuna 03,14:30:00,Copacabana,Urbana Copacabana,15:30:00,Casa,Moto (Conductor),-75.61465685,6.181788494,-75.50288919,6.377297978
2354,Copacabana,Urbana Copacabana,09:30:00,Bello,Bello-Comuna 08,10:00:00,Salud,Moto (Conductor),-75.51469925,6.39514948,-75.59062965,6.39652846
2355,Bello,Bello-Comuna 08,11:00:00,Copacabana,Urbana Copacabana,11:30:00,Casa,Moto (Conductor),-75.57731063,6.32845081,-75.46016675,6.327449629
2356,Copacabana,Urbana Copacabana,12:00:00,Medellin,La Candelaria,12:40:00,Diligencia,Moto (Conductor),-75.51508334,6.391962244,-75.56956801,6.253358234
2357,Medellin,La Candelaria,13:20:00,Copacabana,Urbana Copacabana,14:15:00,Casa,Moto (Conductor),-75.57228482,6.253212611,-75.48311638,6.351736651
2358,Copacabana,Urbana Copacabana,11:40:00,Medellin,Laureles-Estadio,12:30:00,Estudio,Moto (Conductor),-75.51145968,6.384255395,-75.60682454,6.238517415
2359,Medellin,Laureles-Estadio,12:40:00,Copacabana,Urbana Copacabana,13:00:00,Casa,Moto (Conductor),-75.58783384,6.260558,-75.50704197,6.354771266
2360,Copacabana,Urbana Copacabana,13:20:00,Bello,Bello-Comuna 02,13:35:00,Diligencia,Moto (Conductor),-75.50587395,6.40032356,-75.55270946,6.331081113
2361,Bello,Bello-Comuna 02,13:50:00,Copacabana,Urbana Copacabana,14:25:00,Casa,Moto (Conductor),-75.54612034,6.31099611,-75.48521084,6.368533584
2362,Copacabana,Urbana Copacabana,05:00:00,Bello,Bello-Comuna 03,06:00:00,Trabajo,Moto (Conductor),-75.46384119,6.322708356,-75.63867249,6.323304633
2363,Bello,Bello-Comuna 03,14:00:00,Copacabana,Urbana Copacabana,14:40:00,Casa,Moto (Conductor),-75.6170845,6.343720503,-75.4853535,6.353848552
2364,Copacabana,Urbana Copacabana,14:00:00,Bello,Bello-Comuna 04,14:20:00,Estudio,Moto (Conductor),-75.49489405,6.322791801,-75.60361921,6.355748843
2365,Bello,Bello-Comuna 04,18:00:00,Copacabana,Urbana Copacabana,18:20:00,Casa,Moto (Conductor),-75.56861477,6.406982457,-75.5115882,6.308431839
2366,Copacabana,Urbana Copacabana,06:00:00,Bello,Bello-Comuna 08,06:20:00,Trabajo,Moto (Conductor),-75.50068847,6.366937356,-75.56426172,6.384032951
2367,Bello,Bello-Comuna 08,18:00:00,Copacabana,Urbana Copacabana,18:30:00,Casa,Moto (Conductor),-75.52633709,6.343790754,-75.51474236,6.31532634
2368,Copacabana,Urbana Copacabana,15:50:00,Copacabana,Urbana Copacabana,16:00:00,Diligencia,Moto (Conductor),-75.51032183,6.308504975,-75.50460924,6.371193068
2369,Copacabana,Urbana Copacabana,16:40:00,Copacabana,Urbana Copacabana,16:50:00,Casa,Moto (Conductor),-75.5041799,6.390772402,-75.52726438,6.386592758
2370,Copacabana,Urbana Copacabana,07:45:00,Copacabana,Urbana Copacabana,08:00:00,Trabajo,Moto (Acompa?帶nte),-75.48599002,6.322101422,-75.48664938,6.374209053
2371,Copacabana,Urbana Copacabana,18:00:00,Copacabana,Urbana Copacabana,18:15:00,Casa,Moto (Acompa?帶nte),-75.47639704,6.342156818,-75.51663608,6.34689899
2372,Medellin,Laureles-Estadio,18:00:00,Medellin,Laureles-Estadio,18:15:00,Otro,Moto (Acompa?帶nte),-75.58576793,6.254963853,-75.58147906,6.24037699
2373,Medellin,Laureles-Estadio,21:00:00,Copacabana,Urbana Copacabana,22:00:00,Casa,Moto (Acompa?帶nte),-75.57897357,6.243390625,-75.47548563,6.320712394
2374,Copacabana,Rural Copacabana,05:15:00,Medellin,La Candelaria,06:00:00,Trabajo,Moto (Conductor),-75.48687088,6.344163792,-75.57048019,6.245533917
2375,Medellin,La Candelaria,10:30:00,Copacabana,Rural Copacabana,11:20:00,Casa,Moto (Conductor),-75.56945555,6.252619832,-75.48636963,6.335263239
2376,Copacabana,Rural Copacabana,13:00:00,Medellin,Guayabal,13:50:00,Trabajo,Moto (Conductor),-75.48601026,6.428928961,-75.59277601,6.209690243
2377,Medellin,Guayabal,22:00:00,Copacabana,Rural Copacabana,22:40:00,Casa,Moto (Conductor),-75.58242615,6.230736761,-75.49785526,6.388431339
2378,Copacabana,Rural Copacabana,10:20:00,Copacabana,Urbana Copacabana,11:00:00,Trabajo,Moto (Conductor),-75.47780296,6.325160844,-75.49235473,6.376763942
2379,Copacabana,Urbana Copacabana,21:00:00,Copacabana,Rural Copacabana,22:00:00,Casa,Moto (Conductor),-75.49267709,6.402804042,-75.46142454,6.330158326
2380,Copacabana,Urbana Copacabana,06:40:00,Girardota,Urbana Girardota,07:00:00,Trabajo,Moto (Conductor),-75.51445251,6.385229707,-75.42828588,6.36000644
2381,Girardota,Urbana Girardota,18:00:00,Copacabana,Urbana Copacabana,18:30:00,Casa,Moto (Conductor),-75.47390665,6.360657617,-75.51866868,6.337901235
2382,La Estrella,Urbana La Estrella,09:00:00,Medellin,La Candelaria,09:40:00,Trabajo,Moto (Conductor),-75.67674276,6.147635949,-75.56220265,6.256797317
2383,Medellin,La Candelaria,15:30:00,La Estrella,Urbana La Estrella,16:30:00,Casa,Moto (Conductor),-75.5602621,6.260541269,-75.64105957,6.148170677
2384,Copacabana,Urbana Copacabana,07:00:00,Medellin,Corregimiento Santa Elena,08:00:00,Trabajo,Moto (Acompa?帶nte),-75.47103077,6.320632273,-75.54849814,6.190681058
2385,Medellin,Corregimiento Santa Elena,18:01:00,Copacabana,Urbana Copacabana,19:00:00,Casa,Moto (Acompa?帶nte),-75.51365282,6.207773448,-75.52064224,6.39479811
2386,Girardota,Urbana Girardota,05:55:00,Girardota,Urbana Girardota,06:00:00,Trabajo,Moto (Acompa?帶nte),-75.41937607,6.374564635,-75.47962225,6.360929921
2387,Girardota,Urbana Girardota,21:25:00,Girardota,Urbana Girardota,21:30:00,Casa,Moto (Acompa?帶nte),-75.47723598,6.370959962,-75.44927959,6.361376332
2388,Medellin,Castilla,06:00:00,Medellin,Castilla,06:40:00,Casa,Moto (Conductor),-75.56148449,6.300094051,-75.56115461,6.304016687
2389,Medellin,Castilla,23:50:00,Medellin,Castilla,23:59:00,Trabajo,Moto (Conductor),-75.57348071,6.276515346,-75.55891899,6.305216649
2390,Girardota,Urbana Girardota,05:50:00,Girardota,Urbana Girardota,06:10:00,Trabajo,Moto (Conductor),-75.40116505,6.359695076,-75.42712408,6.352804746
2391,Girardota,Urbana Girardota,15:50:00,Girardota,Urbana Girardota,16:10:00,Casa,Moto (Conductor),-75.45834308,6.41100212,-75.45697195,6.352427284
2392,Girardota,Urbana Girardota,05:50:00,Girardota,Urbana Girardota,06:10:00,Trabajo,Moto (Acompa?帶nte),-75.46528132,6.420431768,-75.43403265,6.395378562
2393,Girardota,Urbana Girardota,15:50:00,Girardota,Urbana Girardota,16:10:00,Casa,Moto (Acompa?帶nte),-75.48637159,6.403661254,-75.41128702,6.388033512
2394,Barbosa,Urbana Barbosa,08:00:00,Barbosa,Urbana Barbosa,08:05:00,Trabajo,Moto (Conductor),-75.39591351,6.386284856,-75.22810057,6.48536461
2395,Barbosa,Urbana Barbosa,16:25:00,Barbosa,Urbana Barbosa,16:30:00,Casa,Moto (Conductor),-75.43488656,6.442637408,-75.40774253,6.413534692
2396,Barbosa,Urbana Barbosa,17:00:00,Medellin,Robledo,18:00:00,Estudio,Moto (Conductor),-75.2809537,6.419347499,-75.58666574,6.27107359
2397,Medellin,Robledo,22:00:00,Barbosa,Urbana Barbosa,22:30:00,Casa,Moto (Conductor),-75.58875793,6.293703378,-75.30468668,6.417317948
2398,Barbosa,Urbana Barbosa,05:50:00,Barbosa,Rural Barbosa,06:00:00,Trabajo,Moto (Conductor),-75.38758933,6.398116567,-75.24096203,6.449315649
2399,Barbosa,Rural Barbosa,21:00:00,Barbosa,Urbana Barbosa,21:40:00,Casa,Moto (Conductor),-75.24925616,6.478983119,-75.3841062,6.380371358
2400,Copacabana,Urbana Copacabana,08:00:00,Medellin,El Poblado,09:00:00,Alguien,Moto (Conductor),-75.50825112,6.374665685,-75.57114063,6.19850079
2401,Medellin,El Poblado,09:03:00,Copacabana,Urbana Copacabana,10:00:00,Casa,Moto (Conductor),-75.55408668,6.217063865,-75.50152398,6.319519638
2402,Copacabana,Urbana Copacabana,08:00:00,Medellin,El Poblado,09:00:00,Trabajo,Moto (Acompa?帶nte),-75.51716944,6.336456788,-75.55939996,6.177751967
2403,Girardota,Urbana Girardota,05:30:00,Girardota,Urbana Girardota,06:00:00,Trabajo,Moto (Conductor),-75.45906085,6.353194596,-75.42524378,6.395154595
2404,Girardota,Urbana Girardota,14:00:00,Girardota,Urbana Girardota,14:30:00,Casa,Moto (Conductor),-75.45079465,6.38330808,-75.42843864,6.337330343
2405,Girardota,Urbana Girardota,06:30:00,Medellin,Robledo,08:00:00,Estudio,Moto (Conductor),-75.47856612,6.397517117,-75.59596776,6.278316046
2406,Medellin,Robledo,16:00:00,Girardota,Urbana Girardota,18:00:00,Casa,Moto (Conductor),-75.58956819,6.27403672,-75.4013636,6.359027043
2407,Girardota,Urbana Girardota,05:40:00,Girardota,Urbana Girardota,06:00:00,Trabajo,Moto (Conductor),-75.44401241,6.420767206,-75.45196471,6.424699313
2408,Girardota,Urbana Girardota,14:00:00,Girardota,Urbana Girardota,14:20:00,Casa,Moto (Conductor),-75.41013633,6.352327562,-75.44285614,6.419779926
2409,Girardota,Urbana Girardota,05:00:00,Medellin,La Candelaria,06:10:00,Estudio,Moto (Conductor),-75.41169223,6.364164429,-75.56054606,6.243604015
2410,Medellin,La Candelaria,12:05:00,Girardota,Urbana Girardota,13:00:00,Casa,Moto (Conductor),-75.55607423,6.247515538,-75.4530868,6.405998623
2411,Girardota,Urbana Girardota,13:20:00,Girardota,Urbana Girardota,13:22:00,Compras,Moto (Conductor),-75.40669163,6.363691302,-75.42209345,6.39820064
2412,Girardota,Urbana Girardota,14:00:00,Girardota,Urbana Girardota,14:02:00,Casa,Moto (Conductor),-75.4530814,6.375712887,-75.44021319,6.422553359
2413,Girardota,Urbana Girardota,14:00:00,Copacabana,Urbana Copacabana,14:30:00,Trabajo,Moto (Conductor),-75.43704207,6.326034425,-75.50100688,6.327236295
2414,Copacabana,Urbana Copacabana,20:20:00,Girardota,Urbana Girardota,21:00:00,Casa,Moto (Conductor),-75.48553525,6.343124589,-75.44135085,6.423482806
2415,Barbosa,Urbana Barbosa,09:00:00,Bello,Bello-Comuna 04,09:30:00,Trabajo,Moto (Conductor),-75.24493428,6.460769545,-75.63914131,6.328969064
2416,Bello,Bello-Comuna 04,18:00:00,Barbosa,Urbana Barbosa,18:30:00,Casa,Moto (Conductor),-75.53342386,6.355702382,-75.31195856,6.400152146
2417,Barbosa,Urbana Barbosa,07:00:00,Barbosa,Urbana Barbosa,07:10:00,Trabajo,Moto (Conductor),-75.2462484,6.481897321,-75.24128379,6.462291925
2418,Barbosa,Urbana Barbosa,19:00:00,Barbosa,Urbana Barbosa,19:30:00,Casa,Moto (Conductor),-75.24869406,6.461066273,-75.32866832,6.436541928
2419,Barbosa,Urbana Barbosa,07:30:00,Bello,Bello-Comuna 04,08:30:00,Trabajo,Moto (Conductor),-75.26433217,6.483269104,-75.59716183,6.331652939
2420,Bello,Bello-Comuna 04,18:00:00,Barbosa,Urbana Barbosa,18:30:00,Casa,Moto (Conductor),-75.54118939,6.343274891,-75.42446746,6.434416613
2421,La Estrella,Urbana La Estrella,06:30:00,Envigado,Zona 09,07:00:00,Trabajo,Moto (Conductor),-75.64000799,6.127554683,-75.48628287,6.161243393
2422,Envigado,Zona 09,17:00:00,La Estrella,Urbana La Estrella,17:30:00,Casa,Moto (Conductor),-75.59249629,6.160104583,-75.6323922,6.156000334
2423,La Estrella,Urbana La Estrella,05:30:00,Medellin,Belen,06:00:00,Trabajo,Moto (Conductor),-75.62672645,6.157914712,-75.59934854,6.220247154
2424,Medellin,Belen,14:00:00,La Estrella,Urbana La Estrella,15:00:00,Casa,Moto (Conductor),-75.59860589,6.222206891,-75.64388001,6.136200504
2425,Barbosa,Urbana Barbosa,05:00:00,Copacabana,Urbana Copacabana,05:30:00,Trabajo,Moto (Conductor),-75.3633202,6.388893934,-75.49481037,6.376728078
2426,Copacabana,Urbana Copacabana,14:00:00,Barbosa,Urbana Barbosa,15:30:00,Casa,Moto (Conductor),-75.51228858,6.311718334,-75.27261624,6.487799832
2427,Girardota,Urbana Girardota,07:00:00,Girardota,Urbana Girardota,07:15:00,Trabajo,Moto (Acompa?帶nte),-75.44476375,6.33919936,-75.47407312,6.405506967
2428,Girardota,Urbana Girardota,17:30:00,Girardota,Urbana Girardota,17:45:00,Trabajo,Moto (Acompa?帶nte),-75.42247508,6.387687938,-75.47584061,6.390343234
2429,Girardota,Urbana Girardota,05:30:00,Girardota,Rural Girardota,06:00:00,Trabajo,Moto (Conductor),-75.439145,6.371594351,-75.40909488,6.382954186
2430,Girardota,Rural Girardota,19:30:00,Girardota,Urbana Girardota,20:00:00,Casa,Moto (Conductor),-75.4261092,6.393286765,-75.4272406,6.345728943
2431,Girardota,Urbana Girardota,08:00:00,Medellin,El Poblado,09:15:00,Trabajo,Moto (Conductor),-75.45528691,6.358267919,-75.55540158,6.201901948
2432,Medellin,El Poblado,10:00:00,Medellin,La Candelaria,11:00:00,Trabajo,Moto (Conductor),-75.57770001,6.192678138,-75.56630196,6.261340099
2433,Medellin,La Candelaria,13:00:00,Medellin,El Poblado,13:15:00,Trabajo,Moto (Conductor),-75.57104875,6.246436108,-75.56508784,6.213877385
2434,Medellin,El Poblado,14:30:00,Medellin,El Poblado,15:00:00,Trabajo,Moto (Conductor),-75.54790715,6.212271668,-75.55886461,6.206798755
2435,Medellin,El Poblado,15:10:00,Sabaneta,Urbana Sabaneta,15:35:00,Trabajo,Moto (Conductor),-75.57657082,6.207353928,-75.62258365,6.154882056
2436,Sabaneta,Urbana Sabaneta,17:00:00,Medellin,Castilla,17:30:00,Trabajo,Moto (Conductor),-75.60036975,6.126309569,-75.56823995,6.28409454
2437,Medellin,Castilla,18:00:00,Bello,Bello-Comuna 08,19:00:00,Trabajo,Moto (Conductor),-75.56837262,6.290646469,-75.58354045,6.363812097
2438,Bello,Bello-Comuna 08,19:15:00,Girardota,Urbana Girardota,19:55:00,Casa,Moto (Conductor),-75.62685713,6.377203497,-75.42657342,6.401401806
2439,Copacabana,Rural Copacabana,12:50:00,Medellin,Guayabal,13:30:00,Trabajo,Moto (Conductor),-75.49442965,6.356888249,-75.58043297,6.212805797
2440,Medellin,Guayabal,22:00:00,Copacabana,Rural Copacabana,22:30:00,Casa,Moto (Conductor),-75.59418989,6.194435001,-75.50611488,6.364549195
2441,Copacabana,Rural Copacabana,12:50:00,Medellin,Guayabal,13:30:00,Trabajo,Moto (Acompa?帶nte),-75.50207973,6.326248753,-75.59707347,6.210033206
2442,Medellin,Guayabal,22:00:00,Copacabana,Rural Copacabana,22:30:00,Casa,Moto (Acompa?帶nte),-75.57989027,6.201596098,-75.49907868,6.373138732
2443,Girardota,Urbana Girardota,21:50:00,Girardota,Rural Girardota,22:00:00,Trabajo,Moto (Conductor),-75.44428296,6.383113496,-75.46614796,6.431809534
2444,Girardota,Rural Girardota,23:00:00,Girardota,Urbana Girardota,23:10:00,Casa,Moto (Conductor),-75.44495527,6.426248172,-75.4451588,6.390144448
2445,Barbosa,Urbana Barbosa,06:00:00,Medellin,La Candelaria,08:00:00,Trabajo,Moto (Conductor),-75.35713342,6.395619761,-75.55725179,6.246696736
2446,Medellin,La Candelaria,17:00:00,Barbosa,Urbana Barbosa,18:00:00,Casa,Moto (Conductor),-75.56469285,6.258512942,-75.25720056,6.45184795
2447,Barbosa,Urbana Barbosa,07:20:00,Copacabana,Urbana Copacabana,08:00:00,Trabajo,Moto (Conductor),-75.37053125,6.443385183,-75.49218412,6.331233024
2448,Copacabana,Urbana Copacabana,16:20:00,Barbosa,Urbana Barbosa,17:00:00,Casa,Moto (Conductor),-75.49740347,6.406676998,-75.25880215,6.481184535
2449,Girardota,Urbana Girardota,07:15:00,Medellin,La Candelaria,08:10:00,Trabajo,Moto (Conductor),-75.45902364,6.347683118,-75.57083238,6.245247351
2450,Medellin,La Candelaria,19:30:00,Girardota,Urbana Girardota,20:30:00,Casa,Moto (Conductor),-75.56806108,6.246284837,-75.44109415,6.366772315
2451,Copacabana,Urbana Copacabana,06:00:00,Medellin,Belen,07:20:00,Trabajo,Moto (Conductor),-75.51643585,6.343752768,-75.5975719,6.212474992
2452,Medellin,Belen,15:30:00,Copacabana,Urbana Copacabana,16:15:00,Casa,Moto (Conductor),-75.6097959,6.209883745,-75.53242351,6.320787317
2453,Copacabana,Urbana Copacabana,07:50:00,Copacabana,Urbana Copacabana,08:00:00,Trabajo,Moto (Conductor),-75.52486831,6.337402941,-75.50507767,6.370380383
2454,Copacabana,Urbana Copacabana,17:50:00,Copacabana,Urbana Copacabana,18:00:00,Casa,Moto (Conductor),-75.49170339,6.351225559,-75.51631036,6.344085029
2455,Barbosa,Urbana Barbosa,07:40:00,Barbosa,Urbana Barbosa,07:50:00,Trabajo,Moto (Conductor),-75.35709864,6.450642158,-75.28051093,6.419008062
2456,Barbosa,Urbana Barbosa,16:00:00,Barbosa,Urbana Barbosa,16:10:00,Casa,Moto (Conductor),-75.38828147,6.426748946,-75.29642588,6.498582648
2457,Barbosa,Urbana Barbosa,07:00:00,Barbosa,Urbana Barbosa,07:05:00,Trabajo,Moto (Conductor),-75.41656029,6.441530441,-75.29210718,6.50520378
2458,Barbosa,Urbana Barbosa,19:00:00,Barbosa,Urbana Barbosa,19:05:00,Casa,Moto (Conductor),-75.31987708,6.479862872,-75.34563266,6.45263475
2459,Copacabana,Urbana Copacabana,07:00:00,Medellin,Belen,08:30:00,Trabajo,Moto (Acompa?帶nte),-75.49486988,6.367737315,-75.60363691,6.230522138
2460,Barbosa,Urbana Barbosa,09:30:00,Barbosa,Urbana Barbosa,09:35:00,Compras,Moto (Conductor),-75.43387471,6.419663743,-75.33832862,6.402824063
2461,Barbosa,Urbana Barbosa,10:00:00,Barbosa,Urbana Barbosa,10:05:00,Casa,Moto (Conductor),-75.2232856,6.48048564,-75.30851,6.477237611
2462,Copacabana,Urbana Copacabana,06:15:00,Medellin,El Poblado,07:00:00,Trabajo,Moto (Conductor),-75.50475845,6.336801383,-75.56948041,6.221096549
2463,Medellin,El Poblado,17:00:00,Medellin,Buenos Aires,17:20:00,Recreacion,Moto (Conductor),-75.5756879,6.219610439,-75.56301861,6.222929912
2464,Medellin,Buenos Aires,21:00:00,Copacabana,Urbana Copacabana,21:30:00,Casa,Moto (Conductor),-75.55117316,6.214084336,-75.52896384,6.337036412
2465,Copacabana,Urbana Copacabana,12:20:00,Envigado,Zona 01,12:30:00,Trabajo,Moto (Conductor),-75.51179674,6.328249396,-75.56522916,6.114935492
2466,Envigado,Zona 01,21:00:00,Copacabana,Urbana Copacabana,21:10:00,Casa,Moto (Conductor),-75.55364831,6.128870091,-75.48391332,6.332703654
2467,Copacabana,Urbana Copacabana,07:00:00,Barbosa,Rural Barbosa,07:30:00,Trabajo,Moto (Acompa?帶nte),-75.51517771,6.325102784,-75.23740291,6.491594321
2468,Barbosa,Rural Barbosa,17:30:00,Copacabana,Urbana Copacabana,18:00:00,Casa,Moto (Acompa?帶nte),-75.40865139,6.402593275,-75.5045077,6.309053299
2469,Girardota,Urbana Girardota,06:15:00,Girardota,Urbana Girardota,06:30:00,Trabajo,Moto (Conductor),-75.42244393,6.367343544,-75.41771275,6.34905264
2470,Girardota,Urbana Girardota,18:00:00,Girardota,Urbana Girardota,19:00:00,Casa,Moto (Conductor),-75.42546792,6.319772842,-75.42831791,6.349133252
2471,Girardota,Urbana Girardota,05:50:00,Girardota,Urbana Girardota,06:00:00,Trabajo,Moto (Conductor),-75.45415805,6.36214393,-75.42375053,6.40292549
2472,Girardota,Urbana Girardota,14:00:00,Girardota,Urbana Girardota,14:10:00,Casa,Moto (Conductor),-75.46306072,6.378846113,-75.4128165,6.363010374
2473,Girardota,Urbana Girardota,07:00:00,Medellin,Laureles-Estadio,08:00:00,Trabajo,Moto (Conductor),-75.43212295,6.388823263,-75.59559523,6.249944836
2474,Medellin,Laureles-Estadio,17:00:00,Girardota,Urbana Girardota,18:00:00,Casa,Moto (Conductor),-75.59219118,6.251499448,-75.41811426,6.344752449
2475,Barbosa,Urbana Barbosa,05:30:00,Barbosa,Rural Barbosa,05:35:00,Trabajo,Moto (Conductor),-75.34103199,6.425476451,-75.3773359,6.40915423
2476,Barbosa,Rural Barbosa,14:30:00,Barbosa,Urbana Barbosa,14:35:00,Casa,Moto (Conductor),-75.41297312,6.424890202,-75.34279798,6.444388703
2477,Barbosa,Urbana Barbosa,06:00:00,Barbosa,Urbana Barbosa,06:05:00,Trabajo,Moto (Conductor),-75.30518428,6.428660212,-75.34871091,6.444187057
2478,Barbosa,Urbana Barbosa,13:00:00,Barbosa,Urbana Barbosa,13:05:00,Almuerzo,Moto (Conductor),-75.3103786,6.432115174,-75.43342828,6.419040125
2479,Barbosa,Urbana Barbosa,14:00:00,Barbosa,Urbana Barbosa,14:05:00,Trabajo,Moto (Conductor),-75.39123245,6.425935025,-75.26221352,6.47497906
2480,Barbosa,Urbana Barbosa,18:00:00,Barbosa,Urbana Barbosa,18:05:00,Casa,Moto (Conductor),-75.31618081,6.414463592,-75.34635483,6.434272518
2481,Barbosa,Urbana Barbosa,11:50:00,Barbosa,Urbana Barbosa,11:53:00,Trabajo,Moto (Conductor),-75.30542136,6.437148552,-75.36982668,6.453931034
