,comuna_o,municipio_o,comuna_d,municipio_d,hora_o,hora_d,modo_tte,motivo_viaje,o_long,o_lat,d_long,d_lat
640,Ciudad Bolivar,Bogotá,Puente Aranda,Bogotá,06:30:00,09:55:48,MOTO,Trabajo,-74.16893603,4.518438166,-74.08648137,4.622979148
641,Puente Aranda,Bogotá,Ciudad Bolivar,Bogotá,15:43:48,19:10:12,MOTO,Casa,-74.12478882,4.595482808,-74.15923702,4.533419391
642,Kennedy,Bogotá,Engativa,Bogotá,08:00:00,08:19:48,MOTO,Trabajo,-74.12972671,4.647158601,-74.11069155,4.701707929
643,Engativa,Bogotá,Kennedy,Bogotá,16:00:00,16:30:00,MOTO,Diligencia,-74.11432856,4.685430151,-74.14743499,4.610027752
644,Kennedy,Bogotá,Kennedy,Bogotá,17:00:00,18:03:00,MOTO,Casa,-74.1719647,4.601328111,-74.16365994,4.638636469
645,Usme,Bogotá,Rafael Uribe Uribe,Bogotá,16:00:00,16:30:00,MOTO,Casa,-74.1885315,4.296004502,-74.109828,4.582957868
646,Rafael Uribe Uribe,Bogotá,Puente Aranda,Bogotá,07:00:00,07:40:12,MOTO,Trabajo,-74.10973971,4.575023212,-74.08929713,4.625068506
647,Puente Aranda,Bogotá,Rafael Uribe Uribe,Bogotá,17:00:00,17:40:12,MOTO,Casa,-74.12453495,4.615082129,-74.10623363,4.571658684
648,Usme,Bogotá,Rafael Uribe Uribe,Bogotá,05:30:00,05:45:00,MOTO,Trabajo,-74.16510659,4.360731779,-74.10602403,4.577433539
649,Rafael Uribe Uribe,Bogotá,Usme,Bogotá,18:00:00,18:15:00,MOTO,Casa,-74.11090336,4.55912394,-74.18501566,4.310629503
650,Bosa,Bogotá,San Cristóbal,Bogotá,07:00:00,07:30:00,MOTO,Trabajo,-74.19881783,4.607371911,-74.05219321,4.537592521
651,San Cristóbal,Bogotá,Bosa,Bogotá,18:30:00,19:00:00,MOTO,Casa,-74.03915006,4.565187059,-74.16203284,4.602816468
652,Bosa,Bogotá,Puente Aranda,Bogotá,07:00:00,08:00:00,MOTO,Trabajo,-74.20112395,4.610258585,-74.09062166,4.621400626
653,Puente Aranda,Bogotá,Bosa,Bogotá,17:15:00,18:15:00,MOTO,Casa,-74.12843708,4.594700933,-74.19903532,4.624445036
654,Ciudad Bolivar,Bogotá,Ciudad Bolivar,Bogotá,07:19:48,08:00:00,MOTO,Trabajo,-74.17617747,4.562067599,-74.16468681,4.467748003
655,Ciudad Bolivar,Bogotá,Ciudad Bolivar,Bogotá,20:34:48,21:15:00,MOTO,Casa,-74.15527074,4.538570913,-74.16621806,4.392696822
656,San Cristóbal,Bogotá,Engativa,Bogotá,06:25:48,07:28:12,MOTO,Trabajo,-74.06252708,4.539032813,-74.10512087,4.690719626
657,Engativa,Bogotá,San Cristóbal,Bogotá,16:27:00,17:28:48,MOTO,Casa,-74.10516622,4.65785514,-74.0407604,4.537223355
658,Puente Aranda,Bogotá,Chapinero,Bogotá,07:19:48,08:10:12,MOTO,Trabajo,-74.11525313,4.633324699,-74.0412148,4.626431053
659,Chapinero,Bogotá,Puente Aranda,Bogotá,18:04:48,18:55:12,MOTO,Casa,-74.04740259,4.638761842,-74.10200536,4.636184512
660,Puente Aranda,Bogotá,Los Martires,Bogotá,07:00:00,07:19:48,MOTO,Trabajo,-74.11792007,4.619875184,-74.08870234,4.613746195
661,Los Martires,Bogotá,Puente Aranda,Bogotá,14:34:48,14:45:00,MOTO,Casa,-74.08885699,4.59681598,-74.12697624,4.606643647
662,Ciudad Bolivar,Bogotá,Barrios Unidos,Bogotá,05:40:12,06:45:00,MOTO,Trabajo,-74.17968668,4.455335938,-74.07512737,4.680496303
663,Barrios Unidos,Bogotá,Ciudad Bolivar,Bogotá,18:34:48,19:40:12,MOTO,Casa,-74.06055284,4.674575292,-74.18387715,4.427609029
664,Suba,Bogotá,Suba,Bogotá,13:00:00,14:04:48,MOTO,Trabajo,-74.08026657,4.796309382,-74.05214398,4.796258533
665,Usaquen,Bogotá,Suba,Bogotá,17:10:12,18:04:12,MOTO,Trabajo,-74.01959452,4.682142508,-74.08351508,4.740195892
666,Suba,Bogotá,Suba,Bogotá,18:19:48,19:25:12,MOTO,Casa,-74.0694867,4.756407086,-74.06364715,4.733314589
667,Kennedy,Bogotá,Fontibon,Bogotá,05:00:00,06:00:00,MOTO,Casa,-74.13513402,4.607136027,-74.1695289,4.695236363
668,Kennedy,Bogotá,Kennedy,Bogotá,20:00:00,20:15:00,MOTO,Trabajo,-74.15643107,4.626351666,-74.1543832,4.64139841
669,Kennedy,Bogotá,Kennedy,Bogotá,21:45:00,22:00:00,MOTO,Casa,-74.1449035,4.605443948,-74.15197839,4.635463128
670,Ciudad Bolivar,Bogotá,Ciudad Bolivar,Bogotá,17:45:00,17:55:12,MOTO,Alguien,-74.16991726,4.520409432,-74.1744577,4.586394396
671,Ciudad Bolivar,Bogotá,Ciudad Bolivar,Bogotá,19:10:12,19:19:48,MOTO,Casa,-74.13532276,4.502500966,-74.16680808,4.414156138
672,Kennedy,Bogotá,San Cristóbal,Bogotá,09:00:00,10:00:00,MOTO,Trabajo,-74.17886465,4.646397644,-74.07207487,4.573492058
673,San Cristóbal,Bogotá,Kennedy,Bogotá,16:10:12,17:10:12,MOTO,Casa,-74.07502488,4.53565347,-74.156078,4.644239645
674,Santa Fe,Bogotá,Fontibon,Bogotá,07:30:00,08:04:48,MOTO,Trabajo,-74.02953792,4.583911072,-74.11973627,4.667440347
675,Fontibon,Bogotá,Engativa,Bogotá,15:40:12,16:01:48,MOTO,Trabajo,-74.11419075,4.647521367,-74.12128333,4.698074596
676,Engativa,Bogotá,Santa Fe,Bogotá,16:19:48,17:04:48,MOTO,Casa,-74.10227166,4.679917195,-74.04091071,4.58387388
677,Ciudad Bolivar,Bogotá,Usme,Bogotá,05:00:00,05:45:00,MOTO,Trabajo,-74.12521288,4.531975705,-74.20260418,4.320802522
678,Usme,Bogotá,Ciudad Bolivar,Bogotá,18:04:48,18:49:48,MOTO,Casa,-74.08791778,4.470865365,-74.17502048,4.557614491
679,Kennedy,Bogotá,Teusaquillo,Bogotá,05:00:00,06:00:00,MOTO,Trabajo,-74.17145627,4.653336299,-74.07326448,4.628844944
680,Teusaquillo,Bogotá,Kennedy,Bogotá,15:00:00,15:39:00,MOTO,Casa,-74.07567249,4.629006541,-74.14200116,4.621841623
681,Los Martires,Bogotá,Chapinero,Bogotá,11:19:48,11:49:48,MOTO,Trabajo,-74.08116317,4.603048479,-74.0363912,4.653501989
682,Chapinero,Bogotá,Los Martires,Bogotá,12:19:48,12:49:48,MOTO,Casa,-74.05682842,4.643424427,-74.09113422,4.597959265
683,Los Martires,Bogotá,Chapinero,Bogotá,08:00:00,08:45:00,MOTO,Trabajo,-74.09198748,4.61287437,-74.03161067,4.673637601
684,Chapinero,Bogotá,Los Martires,Bogotá,10:30:00,11:15:00,MOTO,Casa,-74.02055925,4.631143719,-74.09169798,4.610654384
685,Tunjuelito,Bogotá,Los Martires,Bogotá,06:25:12,08:31:12,MOTO,Trabajo,-74.1249194,4.545884182,-74.09748882,4.597374006
686,Los Martires,Bogotá,Tunjuelito,Bogotá,18:25:48,20:31:48,MOTO,Casa,-74.09083915,4.596406354,-74.13986047,4.587635978
687,Fontibon,Bogotá,Chapinero,Bogotá,07:00:00,07:40:12,MOTO,Trabajo,-74.13341186,4.662252143,-74.04945484,4.653226959
688,Chapinero,Bogotá,Fontibon,Bogotá,19:30:00,20:30:00,MOTO,Casa,-74.02769194,4.639723334,-74.14015578,4.683123562
689,Kennedy,Bogotá,Barrios Unidos,Bogotá,10:04:48,10:49:48,MOTO,Trabajo,-74.13731004,4.639333567,-74.07777738,4.678239565
690,Barrios Unidos,Bogotá,Kennedy,Bogotá,18:12:00,19:16:48,MOTO,Casa,-74.07213168,4.659880171,-74.15346355,4.662453513
691,Kennedy,Bogotá,Suba,Bogotá,05:19:48,07:00:00,MOTO,Trabajo,-74.15370656,4.627358067,-74.09694617,4.782141123
692,Suba,Bogotá,Kennedy,Bogotá,18:00:00,19:30:00,MOTO,Casa,-74.08956178,4.781862348,-74.15335746,4.605053604
693,Kennedy,Bogotá,Kennedy,Bogotá,07:00:00,07:30:00,MOTO,Trabajo,-74.12687712,4.635666512,-74.17605967,4.653992193
694,Kennedy,Bogotá,Kennedy,Bogotá,17:30:00,18:04:48,MOTO,Casa,-74.14683231,4.622993563,-74.13676441,4.627372702
695,Suba,Bogotá,Puente Aranda,Bogotá,07:00:00,08:15:00,MOTO,Trabajo,-74.08069185,4.695415645,-74.11090337,4.624498338
696,Puente Aranda,Bogotá,Suba,Bogotá,17:46:12,19:01:12,MOTO,Casa,-74.10319671,4.62353506,-74.10151015,4.758895176
697,Suba,Bogotá,Puente Aranda,Bogotá,05:01:48,06:19:48,MOTO,Trabajo,-74.07121512,4.690471735,-74.10015883,4.629876757
698,Puente Aranda,Bogotá,Suba,Bogotá,11:43:12,13:01:12,MOTO,Casa,-74.11692463,4.607619341,-74.0570828,4.817774106
699,Ciudad Bolivar,Bogotá,Teusaquillo,Bogotá,05:40:12,07:00:00,MOTO,Trabajo,-74.15729406,4.451772444,-74.09396265,4.641887972
700,Teusaquillo,Bogotá,Ciudad Bolivar,Bogotá,18:10:12,19:30:00,MOTO,Casa,-74.08294368,4.650100807,-74.1434778,4.523243777
701,Rafael Uribe Uribe,Bogotá,Tunjuelito,Bogotá,05:19:48,05:45:00,MOTO,Trabajo,-74.10758005,4.550637849,-74.12871874,4.564378396
702,Tunjuelito,Bogotá,Rafael Uribe Uribe,Bogotá,13:00:00,13:34:48,MOTO,Casa,-74.13512981,4.565483183,-74.1044003,4.538797598
703,Puente Aranda,Bogotá,Chapinero,Bogotá,07:30:00,08:15:00,MOTO,Trabajo,-74.11683567,4.626946972,-74.02212501,4.672796571
704,Chapinero,Bogotá,Puente Aranda,Bogotá,17:45:00,18:30:00,MOTO,Casa,-74.02384552,4.664625656,-74.11861557,4.630361303
705,Rafael Uribe Uribe,Bogotá,Chapinero,Bogotá,08:00:00,09:19:48,MOTO,Trabajo,-74.1158734,4.56293882,-74.05651322,4.634546126
706,Chapinero,Bogotá,Rafael Uribe Uribe,Bogotá,17:40:12,19:00:00,MOTO,Casa,-74.01924631,4.623567639,-74.12641829,4.588390163
707,Bosa,Bogotá,Bosa,Bogotá,06:00:00,06:30:00,MOTO,Diligencia,-74.16423515,4.599605851,-74.18318547,4.601508295
708,Bosa,Bogotá,Bosa,Bogotá,10:42:00,11:12:00,MOTO,Casa,-74.2109742,4.614192224,-74.16019709,4.598116597
709,Bosa,Bogotá,Bosa,Bogotá,06:00:00,06:30:00,MOTO,Alguien,-74.17882294,4.606575532,-74.19930151,4.60570872
710,Bosa,Bogotá,Bosa,Bogotá,10:42:00,11:12:00,MOTO,Casa,-74.15751329,4.60207166,-74.21400496,4.630587311
711,Ciudad Bolivar,Bogotá,Ciudad Bolivar,Bogotá,11:04:48,11:15:00,MOTO,Trabajo,-74.16085658,4.424678899,-74.1516558,4.391075759
712,Ciudad Bolivar,Bogotá,Ciudad Bolivar,Bogotá,18:45:00,18:55:12,MOTO,Casa,-74.17601655,4.487191101,-74.14993513,4.396113688
713,Ciudad Bolivar,Bogotá,Ciudad Bolivar,Bogotá,06:25:12,06:34:48,MOTO,Estudio,-74.17417517,4.583609888,-74.14976385,4.527255042
714,Ciudad Bolivar,Bogotá,Ciudad Bolivar,Bogotá,14:31:48,14:42:00,MOTO,Casa,-74.1567489,4.469167871,-74.20356968,4.407506286
715,Usaquen,Bogotá,Fontibon,Bogotá,07:00:00,08:00:00,MOTO,Trabajo,-74.03001934,4.701111665,-74.16025343,4.669191133
716,Fontibon,Bogotá,Usaquen,Bogotá,17:00:00,18:00:00,MOTO,Casa,-74.14731377,4.682770013,-74.04754895,4.684796528
717,Rafael Uribe Uribe,Bogotá,Los Martires,Bogotá,06:00:00,06:49:48,MOTO,Trabajo,-74.10757625,4.570184753,-74.0818229,4.610538425
718,Ciudad Bolivar,Bogotá,Kennedy,Bogotá,07:00:00,08:30:00,MOTO,Trabajo,-74.15176897,4.58349556,-74.15352522,4.611016013
719,Kennedy,Bogotá,Ciudad Bolivar,Bogotá,16:43:48,17:00:00,MOTO,Diligencia,-74.15795201,4.619261519,-74.16219857,4.57799539
720,Ciudad Bolivar,Bogotá,Ciudad Bolivar,Bogotá,19:43:48,20:00:00,MOTO,Casa,-74.17930925,4.456999222,-74.17480974,4.396328882
721,Usaquen,Bogotá,Usaquen,Bogotá,08:00:00,08:15:00,MOTO,Trabajo,-74.01222138,4.735397056,-74.01283166,4.811744071
722,Usaquen,Bogotá,Usaquen,Bogotá,17:45:00,18:00:00,MOTO,Casa,-74.01865358,4.697554831,-74.02779191,4.793563535
723,Rafael Uribe Uribe,Bogotá,Fontibon,Bogotá,04:00:00,04:49:48,MOTO,Trabajo,-74.11978545,4.552363763,-74.16607905,4.703779132
724,Fontibon,Bogotá,Rafael Uribe Uribe,Bogotá,13:00:00,13:52:12,MOTO,Casa,-74.16902685,4.683835946,-74.11199264,4.553107067
725,Suba,Bogotá,Suba,Bogotá,08:00:00,08:10:12,MOTO,Trabajo,-74.08759573,4.704380706,-74.08081082,4.750526491
726,Suba,Bogotá,Suba,Bogotá,09:30:00,09:49:48,MOTO,Casa,-74.06416811,4.801263188,-74.10868829,4.776633476
727,Fontibon,Bogotá,Fontibon,Bogotá,07:33:00,09:00:00,MOTO,Casa,-74.15601082,4.670432308,-74.15671245,4.684547736
728,San Cristóbal,Bogotá,Suba,Bogotá,05:49:48,07:06:00,MOTO,Trabajo,-74.06063516,4.559890195,-74.06414906,4.706091421
729,Suba,Bogotá,San Cristóbal,Bogotá,17:45:00,19:01:12,MOTO,Casa,-74.08832595,4.726138995,-74.04990787,4.565018793
730,San Cristóbal,Bogotá,Fontibon,Bogotá,08:00:00,09:30:00,MOTO,Diligencia,-74.03436078,4.557923234,-74.13290044,4.65767842
731,Fontibon,Bogotá,San Cristóbal,Bogotá,11:00:00,12:30:00,MOTO,Casa,-74.11203415,4.660800848,-74.09150209,4.560348254
732,Santa Fe,Bogotá,San Cristóbal,Bogotá,08:04:48,08:30:00,MOTO,Diligencia,-74.00930925,4.587753183,-74.04720856,4.552557595
733,San Cristóbal,Bogotá,Santa Fe,Bogotá,11:25:12,12:09:00,MOTO,Casa,-74.09417129,4.55564142,-74.05366781,4.584802153
734,Rafael Uribe Uribe,Bogotá,Teusaquillo,Bogotá,07:00:00,07:30:00,MOTO,Trabajo,-74.119547,4.565213274,-74.10487813,4.651263759
735,Teusaquillo,Bogotá,Rafael Uribe Uribe,Bogotá,19:00:00,19:30:00,MOTO,Casa,-74.08790536,4.633647913,-74.10822081,4.542083558
736,Ciudad Bolivar,Bogotá,Usme,Bogotá,05:30:00,05:49:48,MOTO,Trabajo,-74.16983822,4.59593142,-74.21353704,4.34780693
737,Usme,Bogotá,Ciudad Bolivar,Bogotá,18:10:12,18:30:00,MOTO,Casa,-74.1315248,4.46554763,-74.15551073,4.520432778
738,San Cristóbal,Bogotá,Engativa,Bogotá,06:28:48,07:30:00,MOTO,Trabajo,-74.09127472,4.524420213,-74.10966399,4.695415064
739,Engativa,Bogotá,San Cristóbal,Bogotá,18:30:00,19:31:12,MOTO,Casa,-74.10967173,4.688836225,-74.08100712,4.576519329
740,Ciudad Bolivar,Bogotá,Santa Fe,Bogotá,08:00:00,09:00:00,MOTO,Trabajo,-74.17747133,4.441527949,-74.03750305,4.594569799
741,Santa Fe,Bogotá,Ciudad Bolivar,Bogotá,18:00:00,19:30:00,MOTO,Casa,-73.9968523,4.608909249,-74.16872439,4.421439633
742,Tunjuelito,Bogotá,Los Martires,Bogotá,06:00:00,06:19:48,MOTO,Estudio,-74.13533987,4.579214499,-74.08727317,4.598861414
743,Los Martires,Bogotá,Tunjuelito,Bogotá,12:30:00,13:15:00,MOTO,Casa,-74.09447799,4.609403604,-74.12999686,4.570278539
744,Ciudad Bolivar,Bogotá,Puente Aranda,Bogotá,07:00:00,07:49:48,MOTO,Trabajo,-74.16223748,4.474103367,-74.09793226,4.624541402
745,Puente Aranda,Bogotá,Ciudad Bolivar,Bogotá,19:15:00,20:04:48,MOTO,Casa,-74.12581612,4.59848701,-74.13322537,4.51020452
746,Engativa,Bogotá,Suba,Bogotá,07:19:48,07:49:48,MOTO,Trabajo,-74.12076715,4.698956791,-74.11820946,4.747179051
747,Suba,Bogotá,Engativa,Bogotá,18:04:48,18:30:00,MOTO,Casa,-74.05789471,4.802486399,-74.0971919,4.693493747
748,Ciudad Bolivar,Bogotá,Teusaquillo,Bogotá,10:00:00,11:00:00,MOTO,Estudio,-74.14100752,4.54014003,-74.09976258,4.651869395
749,Teusaquillo,Bogotá,Chapinero,Bogotá,13:30:00,14:00:00,MOTO,Salud,-74.07181319,4.62630079,-74.06612399,4.639178525
