,municipio_o,comuna_o,hora_o,municipio_d,comuna_d,hora_d,motivo_viaje,modo_tte,o_long,o_lat,d_long,d_lat
1186,Medellin,La America,06:00:00,Medellin,La Candelaria,06:10:00,Casa,Moto (Acompa?帶nte),-75.61170866,6.254453641,-75.57203195,6.259688621
1187,Medellin,La Candelaria,11:50:00,Medellin,La America,12:00:00,Alguien,Moto (Acompa?帶nte),-75.56256534,6.255072487,-75.5995282,6.260252507
1188,Medellin,La America,12:05:00,Medellin,La Candelaria,12:30:00,Casa,Moto (Acompa?帶nte),-75.5996742,6.263215897,-75.57076134,6.258328837
1189,Medellin,Laureles-Estadio,07:00:00,Medellin,La Candelaria,08:00:00,Estudio,Moto (Conductor),-75.58155391,6.24754766,-75.56390197,6.257186836
1190,Medellin,La Candelaria,12:00:00,Medellin,Laureles-Estadio,13:01:00,Casa,Moto (Conductor),-75.56720301,6.238790736,-75.59170422,6.251211135
1191,Medellin,Laureles-Estadio,09:40:00,Medellin,Aranjuez,09:55:00,Estudio,Moto (Conductor),-75.60130163,6.242328869,-75.56756944,6.265201608
1192,Medellin,Aranjuez,18:00:00,Medellin,Laureles-Estadio,18:15:00,Casa,Moto (Conductor),-75.56390782,6.2751018,-75.6061711,6.240857411
1193,Medellin,Laureles-Estadio,19:00:00,Medellin,Guayabal,19:15:00,Otro,Moto (Conductor),-75.6013082,6.249641174,-75.59068884,6.229140894
1194,Medellin,Guayabal,23:45:00,Medellin,Laureles-Estadio,23:59:00,Casa,Moto (Conductor),-75.59117258,6.213640473,-75.59527503,6.242019533
1195,Medellin,Buenos Aires,07:50:00,Medellin,Buenos Aires,08:05:00,Estudio,Moto (Acompa?帶nte),-75.54987044,6.228532464,-75.55041006,6.240789894
1196,Medellin,La Candelaria,05:00:00,Medellin,Laureles-Estadio,05:15:00,Trabajo,Moto (Conductor),-75.5560925,6.249394913,-75.58909323,6.253448733
1197,Medellin,Laureles-Estadio,17:30:00,Medellin,La Candelaria,18:30:00,Casa,Moto (Conductor),-75.6016574,6.244569112,-75.56359185,6.261666627
1198,Medellin,Buenos Aires,06:30:00,Medellin,El Poblado,06:40:00,Trabajo,Moto (Conductor),-75.54028282,6.227744568,-75.57556003,6.187669011
1199,Medellin,El Poblado,13:20:00,Medellin,Buenos Aires,13:30:00,Casa,Moto (Conductor),-75.5645914,6.197675316,-75.53652472,6.231309717
1200,Medellin,Buenos Aires,06:20:00,Medellin,Guayabal,06:45:00,Trabajo,Moto (Conductor),-75.55436193,6.237710971,-75.59673093,6.202632387
1201,Medellin,Guayabal,17:00:00,Medellin,Buenos Aires,17:30:00,Casa,Moto (Conductor),-75.58212574,6.203823716,-75.55389348,6.235931699
1202,Medellin,Laureles-Estadio,06:20:00,Medellin,Belen,06:40:00,Trabajo,Moto (Conductor),-75.5891113,6.263324651,-75.60348544,6.230549978
1203,Medellin,Belen,16:00:00,Medellin,Laureles-Estadio,16:15:00,Casa,Moto (Conductor),-75.59080033,6.229597796,-75.58248587,6.251577116
1204,Medellin,Belen,05:00:00,Medellin,El Poblado,05:30:00,Trabajo,Moto (Conductor),-75.59611653,6.238285673,-75.5554911,6.215597552
1205,Medellin,Laureles-Estadio,09:00:00,Medellin,La Candelaria,09:30:00,Trabajo,Moto (Conductor),-75.5906829,6.258498756,-75.57054051,6.251926231
1206,Medellin,La Candelaria,09:50:00,Medellin,Laureles-Estadio,10:00:00,Casa,Moto (Conductor),-75.5759994,6.238291285,-75.59284488,6.253529683
1207,Medellin,Laureles-Estadio,06:30:00,Medellin,La America,07:00:00,Trabajo,Moto (Acompa?帶nte),-75.59188786,6.243563016,-75.59705567,6.267648404
1208,Medellin,La America,16:00:00,Medellin,Laureles-Estadio,16:20:00,Casa,Moto (Acompa?帶nte),-75.59753756,6.269159368,-75.5816805,6.249827137
1209,Medellin,Laureles-Estadio,08:00:00,Medellin,El Poblado,08:20:00,Trabajo,Moto (Conductor),-75.59332765,6.243413288,-75.56092713,6.178329469
1210,Medellin,El Poblado,11:40:00,Medellin,Laureles-Estadio,12:00:00,Casa,Moto (Conductor),-75.56587885,6.197314619,-75.58805448,6.263912611
1211,Medellin,Belen,10:20:00,Medellin,El Poblado,11:00:00,Estudio,Moto (Acompa?帶nte),-75.60215586,6.203848286,-75.57270142,6.214971837
1212,Medellin,El Poblado,17:00:00,Medellin,Belen,17:30:00,Casa,Moto (Acompa?帶nte),-75.57621133,6.198587111,-75.60429466,6.223825826
1213,Medellin,Laureles-Estadio,07:50:00,Medellin,Laureles-Estadio,08:15:00,Estudio,Moto (Conductor),-75.60091053,6.242241759,-75.58725929,6.262765719
1214,Medellin,Laureles-Estadio,07:30:00,Medellin,La Candelaria,08:00:00,Trabajo,Moto (Conductor),-75.60542466,6.239421365,-75.57518799,6.240732836
1215,Medellin,La Candelaria,18:00:00,Medellin,Laureles-Estadio,19:00:00,Casa,Moto (Conductor),-75.56498185,6.236896639,-75.59587163,6.259629564
1216,Medellin,Belen,06:10:00,Medellin,Robledo,07:00:00,Trabajo,Moto (Conductor),-75.59830269,6.210482889,-75.57688224,6.283203113
1217,Medellin,Robledo,17:00:00,Medellin,Belen,17:50:00,Casa,Moto (Conductor),-75.59818049,6.275024991,-75.60314438,6.200903777
1218,Medellin,La America,07:30:00,Medellin,Belen,07:50:00,Estudio,Moto (Conductor),-75.6076218,6.243354647,-75.59058284,6.232442454
1219,Medellin,Belen,14:00:00,Medellin,La America,14:20:00,Casa,Moto (Conductor),-75.59315255,6.233098295,-75.6113195,6.246829689
1220,Medellin,La America,15:15:00,Medellin,Belen,15:30:00,Estudio,Moto (Conductor),-75.6004695,6.260010646,-75.59687801,6.212845906
1221,Medellin,Belen,20:00:00,Medellin,Belen,20:20:00,Recreacion,Moto (Conductor),-75.60573853,6.205924029,-75.61458849,6.229854812
1222,Medellin,Belen,21:30:00,Medellin,La America,22:00:00,Casa,Moto (Conductor),-75.59316645,6.217977989,-75.6038781,6.259466353
1223,Medellin,Belen,06:30:00,Medellin,Belen,07:00:00,Trabajo,Moto (Conductor),-75.60049433,6.211347168,-75.61311548,6.219351762
1224,Medellin,Belen,16:00:00,Medellin,Belen,16:30:00,Casa,Moto (Conductor),-75.59664639,6.217150816,-75.6043387,6.229494041
1225,Medellin,Laureles-Estadio,06:30:00,Medellin,La Candelaria,07:00:00,Trabajo,Moto (Conductor),-75.60964639,6.239132332,-75.57300292,6.250024037
1226,Medellin,La Candelaria,17:00:00,Medellin,Laureles-Estadio,17:30:00,Casa,Moto (Conductor),-75.55865815,6.259990926,-75.59220968,6.258068514
1227,Medellin,La America,06:30:00,Medellin,El Poblado,07:00:00,Trabajo,Moto (Conductor),-75.60865562,6.252064014,-75.5721207,6.183678569
1228,Medellin,El Poblado,13:00:00,Medellin,La America,13:40:00,Compras,Moto (Conductor),-75.57034963,6.194962894,-75.60509092,6.244081164
1229,Medellin,Belen,08:40:00,Medellin,La America,09:00:00,Trabajo,Moto (Conductor),-75.60309706,6.208769813,-75.59986253,6.256947924
1230,Medellin,La America,20:00:00,Medellin,Belen,20:20:00,Casa,Moto (Conductor),-75.6116167,6.24968076,-75.60504125,6.233987258
1231,Medellin,Belen,13:30:00,Medellin,Castilla,14:00:00,Trabajo,Moto (Conductor),-75.6031133,6.230543038,-75.56398839,6.292490201
1232,Medellin,Castilla,22:00:00,Medellin,Belen,22:30:00,Casa,Moto (Conductor),-75.57427674,6.278752118,-75.60021382,6.223785814
1233,Medellin,Belen,13:40:00,Medellin,El Poblado,14:00:00,Trabajo,Moto (Conductor),-75.60024947,6.208470929,-75.55763518,6.193631902
1234,Medellin,El Poblado,22:00:00,Medellin,Belen,22:20:00,Casa,Moto (Conductor),-75.55505426,6.196206896,-75.60611287,6.208408388
1235,Medellin,Laureles-Estadio,07:00:00,Medellin,El Poblado,07:45:00,Trabajo,Moto (Conductor),-75.59160385,6.262577632,-75.55948328,6.185483196
1236,Medellin,El Poblado,18:00:00,Medellin,Laureles-Estadio,18:50:00,Casa,Moto (Conductor),-75.57226002,6.211117098,-75.59183317,6.259512712
1237,Medellin,Belen,07:15:00,Medellin,La Candelaria,08:00:00,Trabajo,Moto (Conductor),-75.59671004,6.22917712,-75.56948517,6.234162311
1238,Medellin,La Candelaria,17:00:00,Medellin,Belen,18:00:00,Casa,Moto (Conductor),-75.57019479,6.252843429,-75.59861855,6.226561672
1239,Medellin,La Candelaria,07:50:00,Medellin,La Candelaria,08:00:00,Trabajo,Moto (Conductor),-75.56609736,6.235211058,-75.5729977,6.257977375
1240,Medellin,La Candelaria,07:50:00,Medellin,La Candelaria,08:00:00,Trabajo,Moto (Acompa?帶nte),-75.56934493,6.239746698,-75.57263503,6.232403792
1241,Medellin,Laureles-Estadio,07:30:00,Medellin,Laureles-Estadio,08:00:00,Trabajo,Moto (Conductor),-75.59544249,6.253331264,-75.58874998,6.248373216
1242,Medellin,Laureles-Estadio,08:15:00,Medellin,Laureles-Estadio,08:35:00,Trabajo,Moto (Conductor),-75.58787462,6.260791826,-75.59469462,6.263606803
1243,Medellin,Laureles-Estadio,17:00:00,Medellin,Laureles-Estadio,18:00:00,Casa,Moto (Conductor),-75.60640972,6.241433945,-75.59285614,6.249192915
1244,Medellin,Belen,07:35:00,Medellin,La Candelaria,08:00:00,Trabajo,Moto (Conductor),-75.60076264,6.233735014,-75.56581363,6.225953465
1245,Medellin,La Candelaria,17:00:00,Medellin,Belen,17:25:00,Casa,Moto (Conductor),-75.55624485,6.245667213,-75.60020551,6.237157149
1246,Medellin,La America,08:50:00,Medellin,La America,09:00:00,Trabajo,Moto (Conductor),-75.59955016,6.254657705,-75.61447319,6.249790725
1247,Medellin,La America,09:15:00,Medellin,La America,09:30:00,Casa,Moto (Conductor),-75.59941249,6.264296659,-75.60173867,6.251459712
1248,Medellin,La America,19:00:00,Medellin,Laureles-Estadio,19:20:00,Recreacion,Moto (Conductor),-75.61122334,6.251759708,-75.59647742,6.246956778
1249,Medellin,Laureles-Estadio,21:00:00,Medellin,La America,21:20:00,Casa,Moto (Conductor),-75.5940185,6.246196734,-75.60686009,6.248368791
1250,Medellin,Laureles-Estadio,07:00:00,Medellin,La Candelaria,07:10:00,Estudio,Moto (Conductor),-75.5877201,6.243758229,-75.5600576,6.262890208
1251,Medellin,La Candelaria,11:10:00,Medellin,Laureles-Estadio,11:20:00,Casa,Moto (Conductor),-75.55959122,6.263201189,-75.58895677,6.246518835
1252,Medellin,Laureles-Estadio,06:30:00,Medellin,Robledo,07:00:00,Trabajo,Moto (Conductor),-75.58704321,6.254314341,-75.57541821,6.278216855
1253,Medellin,Robledo,17:30:00,Medellin,Laureles-Estadio,18:00:00,Casa,Moto (Conductor),-75.58986761,6.279287483,-75.60131107,6.243597725
1254,Medellin,La America,04:40:00,Medellin,Robledo,05:50:00,Trabajo,Moto (Conductor),-75.60099283,6.266724536,-75.58716629,6.298548756
1255,Medellin,Robledo,17:00:00,Medellin,La America,17:15:00,Casa,Moto (Conductor),-75.585493,6.269946744,-75.59793747,6.25312663
1256,Medellin,Laureles-Estadio,06:50:00,Medellin,El Poblado,07:30:00,Trabajo,Moto (Acompa?帶nte),-75.59179765,6.245599986,-75.57233315,6.21401827
1257,Medellin,El Poblado,18:00:00,Medellin,Laureles-Estadio,18:40:00,Casa,Moto (Acompa?帶nte),-75.56054528,6.205338269,-75.57969993,6.252949995
1258,Medellin,Belen,11:15:00,Medellin,Laureles-Estadio,11:30:00,Trabajo,Moto (Conductor),-75.59441337,6.215892096,-75.5969395,6.239877701
1259,Medellin,Laureles-Estadio,22:00:00,Medellin,Belen,22:15:00,Casa,Moto (Conductor),-75.58281708,6.25218827,-75.60181475,6.208446227
1260,Medellin,Belen,06:30:00,Medellin,La Candelaria,07:00:00,Estudio,Moto (Conductor),-75.59943094,6.203947611,-75.57290234,6.254351953
1261,Medellin,La Candelaria,13:00:00,Medellin,Belen,13:30:00,Casa,Moto (Conductor),-75.56279563,6.255830632,-75.59003085,6.233714297
1262,Medellin,Belen,05:20:00,Medellin,La Candelaria,05:50:00,Trabajo,Moto (Acompa?帶nte),-75.6053875,6.217850325,-75.56712112,6.227415731
1263,Medellin,La Candelaria,14:00:00,Medellin,Belen,14:40:00,Casa,Moto (Acompa?帶nte),-75.56151508,6.244024494,-75.60085582,6.227307631
1264,Medellin,Belen,05:00:00,Medellin,La Candelaria,06:00:00,Trabajo,Moto (Conductor),-75.60261916,6.219707574,-75.566616,6.253338039
1265,Medellin,La Candelaria,14:00:00,Medellin,Belen,14:40:00,Casa,Moto (Conductor),-75.57493153,6.252882972,-75.60850131,6.210517483
1266,Medellin,Belen,07:15:00,Medellin,La Candelaria,08:00:00,Trabajo,Moto (Conductor),-75.59922337,6.22658055,-75.57168339,6.236210857
1267,Medellin,La Candelaria,17:00:00,Medellin,Belen,17:30:00,Casa,Moto (Conductor),-75.57726669,6.253015253,-75.59876316,6.228065572
1268,Medellin,La America,12:50:00,Medellin,Belen,13:00:00,Alguien,Moto (Conductor),-75.60859852,6.252610452,-75.60136596,6.227638594
1269,Medellin,Belen,13:05:00,Medellin,La America,13:15:00,Casa,Moto (Conductor),-75.5957656,6.227074226,-75.60315584,6.253987489
1270,Medellin,Belen,14:10:00,Medellin,La America,14:25:00,Casa,Moto (Acompa?帶nte),-75.60954789,6.210628457,-75.60166124,6.266802178
1271,Medellin,La America,07:55:00,Medellin,Belen,08:00:00,Estudio,Moto (Acompa?帶nte),-75.60431799,6.252687582,-75.60099774,6.223830606
1272,Medellin,Belen,13:10:00,Medellin,La America,13:20:00,Casa,Moto (Acompa?帶nte),-75.6041093,6.216982722,-75.59959982,6.26468363
1273,Medellin,La America,08:00:00,Medellin,Belen,08:10:00,Alguien,Moto (Conductor),-75.61439096,6.242873685,-75.60261999,6.21692486
1274,Medellin,Belen,08:15:00,Medellin,La America,08:25:00,Casa,Moto (Conductor),-75.60446797,6.228126073,-75.60213155,6.257253751
1275,Medellin,La America,13:00:00,Medellin,Belen,13:10:00,Alguien,Moto (Conductor),-75.61117045,6.249457811,-75.59463197,6.222988654
1276,Medellin,Belen,13:15:00,Medellin,La America,13:25:00,Casa,Moto (Conductor),-75.58191707,6.233940808,-75.61334783,6.25267987
1277,Medellin,Laureles-Estadio,05:00:00,Medellin,El Poblado,05:20:00,Trabajo,Moto (Acompa?帶nte),-75.58791383,6.25953192,-75.58076888,6.187187791
1278,Medellin,El Poblado,19:40:00,Medellin,Laureles-Estadio,20:00:00,Casa,Moto (Acompa?帶nte),-75.55951622,6.208162299,-75.60583845,6.24338529
1279,Medellin,La America,06:30:00,Medellin,Guayabal,06:55:00,Trabajo,Moto (Conductor),-75.59593209,6.270850936,-75.58835036,6.224355045
1280,Medellin,Guayabal,07:40:00,Medellin,La Candelaria,08:00:00,Trabajo,Moto (Conductor),-75.58193037,6.201970976,-75.56908747,6.232940133
1281,Medellin,Castilla,11:00:00,Medellin,Belen,11:30:00,Trabajo,Moto (Conductor),-75.57331966,6.290115177,-75.60770238,6.229457417
1282,Medellin,Belen,11:50:00,Medellin,Aranjuez,12:10:00,Trabajo,Moto (Conductor),-75.611172,6.234132159,-75.56825056,6.269039795
1283,Medellin,Aranjuez,14:00:00,Medellin,El Poblado,14:20:00,Trabajo,Moto (Conductor),-75.56120634,6.272866106,-75.56027347,6.205418378
1284,Medellin,Guayabal,17:15:00,Medellin,El Poblado,17:35:00,Trabajo,Moto (Conductor),-75.58167724,6.224902118,-75.55500225,6.194923586
1285,Medellin,Belen,06:30:00,Medellin,Castilla,07:30:00,Trabajo,Moto (Conductor),-75.60544191,6.214910932,-75.57723212,6.286029468
1286,Medellin,Castilla,23:00:00,Medellin,Belen,23:40:00,Casa,Moto (Conductor),-75.56493576,6.294159137,-75.60163625,6.21245588
1287,Medellin,Laureles-Estadio,06:35:00,Medellin,Laureles-Estadio,07:00:00,Trabajo,Moto (Conductor),-75.59569832,6.252452164,-75.5802197,6.256607011
1288,Medellin,Laureles-Estadio,14:00:00,Medellin,Laureles-Estadio,14:25:00,Casa,Moto (Conductor),-75.59834637,6.241687484,-75.59184763,6.243344209
1289,Medellin,Belen,07:00:00,Medellin,La Candelaria,07:30:00,Trabajo,Moto (Conductor),-75.59835033,6.236911302,-75.57754241,6.24991827
1290,Medellin,La Candelaria,17:00:00,Medellin,Belen,17:35:00,Casa,Moto (Conductor),-75.56077431,6.253637965,-75.60500714,6.206197267
1291,Medellin,Laureles-Estadio,07:00:00,Medellin,La Candelaria,07:35:00,Trabajo,Moto (Conductor),-75.606293,6.240350705,-75.569813,6.242852548
1292,Medellin,La Candelaria,11:30:00,Medellin,Laureles-Estadio,12:00:00,Casa,Moto (Conductor),-75.55986641,6.246196298,-75.59052743,6.261258982
1293,Medellin,Laureles-Estadio,13:30:00,Medellin,La Candelaria,14:00:00,Trabajo,Moto (Conductor),-75.60356565,6.240805246,-75.5724566,6.260649201
1294,Medellin,La Candelaria,17:00:00,Medellin,Laureles-Estadio,17:30:00,Casa,Moto (Conductor),-75.57322146,6.261640583,-75.59210816,6.261708594
1295,Medellin,La America,07:40:00,Medellin,La Candelaria,08:00:00,Estudio,Moto (Conductor),-75.60420194,6.257569057,-75.57524597,6.247035058
1296,Medellin,La Candelaria,12:00:00,Medellin,La America,12:20:00,Casa,Moto (Conductor),-75.5696848,6.229504708,-75.60223302,6.264178552
1297,Medellin,La America,13:30:00,Medellin,La Candelaria,13:50:00,Estudio,Moto (Conductor),-75.60166149,6.259886026,-75.5617112,6.259415679
1298,Medellin,La Candelaria,17:00:00,Medellin,La America,17:20:00,Casa,Moto (Conductor),-75.57372254,6.255539041,-75.59927921,6.258535972
1299,Medellin,La America,13:40:00,Medellin,La Candelaria,14:00:00,Estudio,Moto (Conductor),-75.59779349,6.265672652,-75.57560257,6.242352813
1300,Medellin,La Candelaria,21:00:00,Medellin,La America,21:20:00,Casa,Moto (Conductor),-75.56531778,6.254314248,-75.61682321,6.241483379
1301,Medellin,Belen,07:30:00,Medellin,Guayabal,08:00:00,Trabajo,Moto (Conductor),-75.60574855,6.230141741,-75.58038036,6.20769861
1302,Medellin,Guayabal,18:00:00,Medellin,Belen,18:30:00,Casa,Moto (Conductor),-75.58274971,6.208408673,-75.59803125,6.227449173
1303,Medellin,La America,08:00:00,Medellin,Belen,09:00:00,Trabajo,Moto (Conductor),-75.59706892,6.269317694,-75.60298826,6.208293928
1304,Medellin,Belen,21:00:00,Medellin,La America,22:00:00,Casa,Moto (Conductor),-75.60157851,6.224875229,-75.60219971,6.251850328
1305,Medellin,Laureles-Estadio,05:30:00,Medellin,Laureles-Estadio,05:45:00,Alguien,Moto (Conductor),-75.58517812,6.246206268,-75.58673154,6.251157809
1306,Medellin,Laureles-Estadio,06:00:00,Medellin,Laureles-Estadio,06:15:00,Casa,Moto (Conductor),-75.59105193,6.255526576,-75.5944108,6.255248916
1307,Medellin,Laureles-Estadio,09:00:00,Medellin,La Candelaria,09:25:00,Trabajo,Moto (Conductor),-75.58824968,6.260081649,-75.56015836,6.2596326
1308,Medellin,La Candelaria,19:00:00,Medellin,Laureles-Estadio,19:30:00,Casa,Moto (Conductor),-75.56686843,6.236241686,-75.58101931,6.250492374
1309,Medellin,Laureles-Estadio,06:00:00,Medellin,Laureles-Estadio,06:30:00,Estudio,Moto (Acompa?帶nte),-75.59611201,6.258145487,-75.60143567,6.244556779
1310,Medellin,La America,08:00:00,Medellin,La Candelaria,08:15:00,Diligencia,Moto (Conductor),-75.60496008,6.254052942,-75.57210212,6.246723682
1311,Medellin,La Candelaria,09:00:00,Medellin,La America,09:30:00,Casa,Moto (Conductor),-75.55490575,6.247529551,-75.60767089,6.252222119
1312,Medellin,Belen,15:00:00,Medellin,La Candelaria,15:30:00,Alguien,Moto (Acompa?帶nte),-75.59475237,6.225725242,-75.56506822,6.262837161
1313,Medellin,La Candelaria,16:30:00,Medellin,Belen,17:00:00,Casa,Moto (Acompa?帶nte),-75.5598184,6.259469616,-75.60311522,6.21965575
1314,Medellin,La America,18:40:00,Medellin,San Javier,18:50:00,Otro,Moto (Conductor),-75.5994376,6.256954094,-75.63038324,6.252892828
1315,Medellin,San Javier,23:50:00,Medellin,La America,23:59:00,Casa,Moto (Conductor),-75.61397203,6.268588555,-75.59883855,6.265031208
1316,Medellin,Laureles-Estadio,05:45:00,Medellin,Laureles-Estadio,06:00:00,Estudio,Moto (Conductor),-75.59944237,6.244636862,-75.60929829,6.24174402
1317,Medellin,Laureles-Estadio,10:00:00,Medellin,Laureles-Estadio,10:15:00,Casa,Moto (Conductor),-75.59325918,6.246135911,-75.58993009,6.243185174
1318,Medellin,Belen,16:00:00,Medellin,Guayabal,16:10:00,Alguien,Moto (Acompa?帶nte),-75.59681589,6.222307708,-75.59291374,6.194385655
1319,Medellin,Guayabal,16:20:00,Medellin,Belen,16:40:00,Casa,Moto (Acompa?帶nte),-75.59057638,6.195777965,-75.60349473,6.220052826
1320,Medellin,Belen,17:20:00,Medellin,La America,18:00:00,Trabajo,Moto (Conductor),-75.59813211,6.225873805,-75.59907702,6.250201846
1321,Medellin,Laureles-Estadio,05:20:00,Medellin,Castilla,05:50:00,Trabajo,Moto (Conductor),-75.59143631,6.247463528,-75.56374507,6.3021086
1322,Medellin,Castilla,14:00:00,Medellin,Laureles-Estadio,14:35:00,Casa,Moto (Conductor),-75.57729237,6.283515963,-75.59357311,6.26970475
1323,Medellin,Belen,06:00:00,Medellin,La Candelaria,06:15:00,Trabajo,Moto (Conductor),-75.61129073,6.231035637,-75.56817872,6.227254538
1324,Medellin,La Candelaria,09:00:00,Medellin,El Poblado,09:15:00,Trabajo,Moto (Conductor),-75.56856461,6.241887944,-75.56040749,6.214699743
1325,Medellin,El Poblado,13:40:00,Medellin,Belen,14:00:00,Casa,Moto (Conductor),-75.55881204,6.198325965,-75.6082886,6.220218144
1326,Medellin,La America,05:45:00,Medellin,La America,06:00:00,Estudio,Moto (Conductor),-75.60295956,6.245407013,-75.60752197,6.255331465
1327,Medellin,La America,13:00:00,Medellin,La America,13:10:00,Casa,Moto (Conductor),-75.60438198,6.258755129,-75.60186637,6.265612588
1328,Medellin,La America,16:00:00,Medellin,La America,16:15:00,Recreacion,Moto (Conductor),-75.60516243,6.255640449,-75.60391009,6.245571246
1329,Medellin,La America,19:00:00,Medellin,La America,19:15:00,Casa,Moto (Conductor),-75.60655838,6.250982426,-75.61006804,6.251433475
1330,Medellin,Belen,06:00:00,Medellin,La Candelaria,06:15:00,Trabajo,Moto (Conductor),-75.60353667,6.230805716,-75.56689177,6.256810448
1331,Medellin,La Candelaria,21:30:00,Medellin,Belen,22:00:00,Casa,Moto (Conductor),-75.56885665,6.259533373,-75.59517656,6.214236378
1332,Medellin,Belen,06:00:00,Medellin,La Candelaria,06:15:00,Trabajo,Moto (Acompa?帶nte),-75.60691724,6.22548623,-75.57397844,6.23392844
1333,Medellin,La Candelaria,21:30:00,Medellin,Belen,22:00:00,Casa,Moto (Acompa?帶nte),-75.5588687,6.248909115,-75.59348587,6.226718445
1334,Medellin,Belen,06:00:00,Medellin,La Candelaria,06:15:00,Trabajo,Moto (Conductor),-75.58921903,6.234044122,-75.5667261,6.232059369
1335,Medellin,La Candelaria,21:30:00,Medellin,Belen,22:00:00,Casa,Moto (Conductor),-75.56642434,6.257300862,-75.58548466,6.235304643
1336,Medellin,Belen,14:00:00,Medellin,La Candelaria,14:15:00,Otro,Moto (Conductor),-75.6229768,6.235238048,-75.55568193,6.248660983
1337,Medellin,La Candelaria,18:00:00,Medellin,Belen,18:20:00,Casa,Moto (Conductor),-75.57561001,6.255427584,-75.60841151,6.225464901
1338,Medellin,El Poblado,07:15:00,Medellin,Laureles-Estadio,07:30:00,Casa,Moto (Acompa?帶nte),-75.55646047,6.186878255,-75.58870834,6.248695506
1339,Medellin,Laureles-Estadio,07:30:00,Medellin,Laureles-Estadio,07:40:00,Recreacion,Moto (Acompa?帶nte),-75.59493688,6.258910476,-75.5920393,6.260019362
1340,Medellin,Laureles-Estadio,09:30:00,Medellin,Laureles-Estadio,09:40:00,Casa,Moto (Acompa?帶nte),-75.6025733,6.241262881,-75.58663792,6.239434301
1341,Medellin,La Candelaria,06:30:00,Medellin,La Candelaria,06:50:00,Casa,Moto (Conductor),-75.56630479,6.242444142,-75.57656062,6.246517879
1342,Medellin,La Candelaria,18:30:00,Medellin,La Candelaria,18:50:00,Trabajo,Moto (Conductor),-75.56466579,6.252448812,-75.56072908,6.262949743
1343,Medellin,La America,06:50:00,Medellin,La Candelaria,07:00:00,Estudio,Moto (Conductor),-75.60145879,6.253053778,-75.56451023,6.240344011
1344,Medellin,La Candelaria,12:30:00,Medellin,La America,13:05:00,Casa,Moto (Conductor),-75.57280169,6.261306051,-75.60158294,6.25121545
1345,Medellin,Laureles-Estadio,06:30:00,Medellin,La Candelaria,06:50:00,Trabajo,Moto (Conductor),-75.60673806,6.241705148,-75.56823261,6.231753077
1346,Medellin,La Candelaria,15:30:00,Medellin,Laureles-Estadio,15:55:00,Casa,Moto (Conductor),-75.57368594,6.244306383,-75.60504823,6.242447009
1347,Medellin,Laureles-Estadio,17:30:00,Medellin,Laureles-Estadio,17:45:00,Trabajo,Moto (Conductor),-75.57846013,6.253922847,-75.59424862,6.246228222
1348,Medellin,Laureles-Estadio,20:00:00,Medellin,Laureles-Estadio,20:15:00,Casa,Moto (Conductor),-75.57796073,6.255258442,-75.60036625,6.249071102
1349,Medellin,La America,05:40:00,Medellin,La Candelaria,06:30:00,Trabajo,Moto (Conductor),-75.6147915,6.249986764,-75.57126433,6.231689932
1350,Medellin,Robledo,15:20:00,Medellin,La America,16:00:00,Casa,Moto (Conductor),-75.60477764,6.27639268,-75.59738559,6.264214838
1351,Medellin,La America,07:00:00,Medellin,La Candelaria,08:00:00,Trabajo,Moto (Conductor),-75.61462291,6.247402475,-75.56069346,6.245623775
1352,Medellin,La Candelaria,16:00:00,Medellin,La America,17:00:00,Casa,Moto (Conductor),-75.57479261,6.244921286,-75.60239218,6.25082715
1353,Medellin,Buenos Aires,08:30:00,Medellin,Belen,09:30:00,Trabajo,Moto (Acompa?帶nte),-75.56348652,6.228970104,-75.60045917,6.213723707
1354,Medellin,Belen,06:00:00,Medellin,La Candelaria,06:15:00,Trabajo,Moto (Conductor),-75.59857279,6.217171851,-75.5660685,6.248981002
1355,Medellin,La Candelaria,19:30:00,Medellin,Belen,20:15:00,Casa,Moto (Conductor),-75.56856986,6.230650101,-75.60404463,6.204948362
1356,Medellin,La America,07:40:00,Medellin,Laureles-Estadio,08:00:00,Trabajo,Moto (Conductor),-75.60089611,6.253386157,-75.59507052,6.253542381
1357,Medellin,Laureles-Estadio,17:30:00,Medellin,La America,18:00:00,Casa,Moto (Conductor),-75.59358511,6.262337388,-75.61260706,6.246395568
1358,Medellin,La America,06:00:00,Medellin,La Candelaria,06:40:00,Trabajo,Moto (Conductor),-75.60458509,6.251131826,-75.57814608,6.246579562
1359,Medellin,La Candelaria,18:00:00,Medellin,La America,18:30:00,Casa,Moto (Conductor),-75.567505,6.259641242,-75.599171,6.267457503
1360,Medellin,Belen,05:20:00,Medellin,El Poblado,06:00:00,Trabajo,Moto (Conductor),-75.60338885,6.204926586,-75.55844061,6.207846654
1361,Medellin,El Poblado,18:00:00,Medellin,Belen,18:40:00,Casa,Moto (Conductor),-75.58115944,6.192907782,-75.59778121,6.236104403
1362,Medellin,Buenos Aires,06:45:00,Medellin,La Candelaria,07:00:00,Trabajo,Moto (Conductor),-75.55432059,6.237513963,-75.57432111,6.235163541
1363,Medellin,La Candelaria,18:00:00,Medellin,Buenos Aires,18:15:00,Casa,Moto (Conductor),-75.5716081,6.260362823,-75.55891558,6.23660076
