ORIGIN_MUNICIPIO,ORIGIN_COMUNA,ORIGIN_TIME,o_lat,o_long,DESTINATION_MUNICIPIO,DESTINATION_COMUNA,DESTINATION_TIME,d_lat,d_long,TRANSPORT_MODE_S1,TRIP_PURPOSE
Medellin,Castilla,14:20:00,6.301107252,-75.56797116,Bello,Bello-Comuna 02,15:05:00,6.335583836,-75.57980695,Moto (Conductor),Casa
Bello,Bello-Comuna 02,06:45:00,6.34327791,-75.57130249,Bello,Bello-Comuna 02,07:00:00,6.361625561,-75.65761837,Moto (Conductor),Trabajo
Bello,Bello-Comuna 02,17:00:00,6.407290115,-75.60607261,Bello,Bello-Comuna 02,17:15:00,6.320960206,-75.60180101,Moto (Conductor),Casa
Bello,Bello-Comuna 01,06:30:00,6.374409109,-75.65456001,Bello,Bello-Comuna 08,06:45:00,6.418126438,-75.59628522,Moto (Conductor),Trabajo
Bello,Bello-Comuna 08,16:30:00,6.348337633,-75.56585638,Bello,Bello-Comuna 01,17:00:00,6.378420379,-75.62149745,Moto (Conductor),Casa
Bello,Bello-Comuna 01,05:30:00,6.40647277,-75.58365995,Medellin,Belen,05:50:00,6.21408813,-75.59384727,Moto (Conductor),Trabajo
Medellin,Belen,16:00:00,6.207811419,-75.6051099,Bello,Bello-Comuna 01,16:30:00,6.390270971,-75.56955346,Moto (Conductor),Casa
Bello,Bello-Comuna 01,19:00:00,6.388587799,-75.61755324,Bello,Bello-Comuna 04,19:15:00,6.402529228,-75.5801928,Moto (Conductor),Recreacion
Bello,Bello-Comuna 04,21:00:00,6.337867296,-75.62411807,Bello,Bello-Comuna 01,21:20:00,6.331153548,-75.6101675,Moto (Conductor),Casa
Bello,Bello-Comuna 03,09:15:00,6.312060858,-75.59489171,Bello,Bello-Comuna 08,09:30:00,6.329473688,-75.54641101,Moto (Acompa?±ante),Diligencia
Bello,Bello-Comuna 08,09:50:00,6.328614163,-75.53521887,Bello,Bello-Comuna 08,09:55:00,6.352259516,-75.5642299,Moto (Acompa?±ante),Diligencia
Bello,Bello-Comuna 08,10:45:00,6.356751242,-75.614492,Barbosa,Urbana Barbosa,11:20:00,6.474217973,-75.27618321,Moto (Acompa?±ante),Diligencia
Bello,Bello-Comuna 03,07:00:00,6.335606894,-75.64021004,Girardota,Urbana Girardota,07:30:00,6.359228927,-75.4531841,Moto (Acompa?±ante),Trabajo
Girardota,Urbana Girardota,16:30:00,6.350732246,-75.4674475,Bello,Bello-Comuna 03,17:00:00,6.366788522,-75.64381847,Moto (Acompa?±ante),Casa
Bello,Bello-Comuna 03,17:55:00,6.354583564,-75.52802494,Medellin,San Javier,19:00:00,6.267034277,-75.61362542,Moto (Acompa?±ante),Casa
Medellin,San Javier,06:30:00,6.269590094,-75.60192853,Medellin,El Poblado,06:50:00,6.212890683,-75.56456579,Moto (Conductor),Trabajo
Medellin,Robledo,20:30:00,6.279223472,-75.60789292,Medellin,San Javier,21:00:00,6.258387017,-75.62930328,Moto (Conductor),Casa
Medellin,San Javier,11:00:00,6.246951259,-75.62753778,Medellin,Laureles-Estadio,11:25:00,6.240091702,-75.60671242,Moto (Conductor),Trabajo
Medellin,Laureles-Estadio,19:00:00,6.255036071,-75.58286814,Medellin,San Javier,19:30:00,6.271473216,-75.60342798,Moto (Conductor),Casa
Medellin,San Javier,05:00:00,6.260661753,-75.61635639,Envigado,Rural 02,07:30:00,6.150664174,-75.52548417,Moto (Conductor),Trabajo
Envigado,Rural 02,17:30:00,6.160155909,-75.5774602,Medellin,San Javier,18:45:00,6.259328359,-75.62667568,Moto (Conductor),Estudio
Medellin,San Javier,05:30:00,6.256025458,-75.62365892,Medellin,Castilla,06:30:00,6.302839266,-75.56417345,Moto (Conductor),Trabajo
Medellin,Castilla,17:00:00,6.291820141,-75.5648695,Medellin,San Javier,18:00:00,6.266230445,-75.61858819,Moto (Conductor),Casa
Medellin,San Javier,20:00:00,6.251180338,-75.61584829,Medellin,La Candelaria,21:00:00,6.247274503,-75.56050372,Moto (Conductor),Alguien
Medellin,La Candelaria,21:00:00,6.242950366,-75.56093705,Medellin,San Javier,22:00:00,6.247317025,-75.63375004,Moto (Acompa?±ante),Casa
Medellin,San Javier,06:40:00,6.261968628,-75.62770339,Medellin,Belen,07:30:00,6.235002424,-75.60151599,Moto (Conductor),Trabajo
Medellin,Belen,16:30:00,6.221954076,-75.59846429,Medellin,San Javier,17:00:00,6.254962669,-75.61685564,Moto (Conductor),Casa
Medellin,San Javier,17:30:00,6.269658537,-75.61111254,Medellin,La Candelaria,18:00:00,6.255292547,-75.57432795,Moto (Conductor),Estudio
Medellin,La Candelaria,21:30:00,6.257831345,-75.57275226,Medellin,San Javier,22:00:00,6.259086561,-75.60989331,Moto (Conductor),Casa
Medellin,San Javier,05:30:00,6.246229429,-75.62096586,Medellin,El Poblado,06:00:00,6.207364951,-75.55206885,Moto (Conductor),Trabajo
Medellin,El Poblado,15:30:00,6.22082544,-75.56606186,Medellin,Robledo,16:00:00,6.264690779,-75.58237815,Moto (Conductor),Estudio
Medellin,Robledo,22:00:00,6.276861895,-75.59315503,Medellin,San Javier,22:20:00,6.256255618,-75.61532149,Moto (Conductor),Casa
Envigado,Zona 08,07:00:00,6.186348562,-75.49223997,Medellin,La Candelaria,07:45:00,6.246356841,-75.56963039,Moto (Conductor),Trabajo
Medellin,La Candelaria,16:00:00,6.253998677,-75.57006913,Envigado,Zona 08,16:40:00,6.167819785,-75.48339892,Moto (Conductor),Casa
Medellin,San Javier,17:00:00,6.25647384,-75.62169374,Medellin,Doce de Octubre,18:00:00,6.307235106,-75.57696842,Moto (Conductor),Estudio
Medellin,San Javier,04:30:00,6.251410151,-75.6252619,Medellin,Laureles-Estadio,04:55:00,6.267385079,-75.59125517,Moto (Acompa?±ante),Trabajo
Medellin,San Javier,04:30:00,6.249433774,-75.63517469,Medellin,Belen,05:00:00,6.20916834,-75.60174098,Moto (Conductor),Trabajo
Medellin,Belen,17:00:00,6.225156304,-75.60493767,Medellin,San Javier,18:00:00,6.258424642,-75.63157055,Moto (Conductor),Casa
Envigado,Zona 07,08:00:00,6.117365526,-75.57421454,Envigado,Zona 07,08:30:00,6.156092391,-75.53541988,Moto (Conductor),Trabajo
Envigado,Zona 07,18:00:00,6.17162033,-75.52726766,Envigado,Zona 07,18:20:00,6.16633591,-75.4835751,Moto (Conductor),Casa
Envigado,Zona 07,05:40:00,6.143582998,-75.55714531,Itagui,Itagui-Comuna 01,06:00:00,6.178834322,-75.60606095,Moto (Conductor),Trabajo
Itagui,Itagui-Comuna 01,16:00:00,6.169673399,-75.62954964,Envigado,Zona 07,16:30:00,6.160502024,-75.59360336,Moto (Conductor),Almuerzo
Envigado,Zona 07,17:00:00,6.174794356,-75.59389328,Medellin,La Candelaria,17:30:00,6.244992792,-75.57325246,Moto (Conductor),Estudio
Medellin,La Candelaria,20:00:00,6.26188774,-75.5709272,Envigado,Zona 07,20:30:00,6.164647332,-75.54014806,Moto (Conductor),Casa
Medellin,San Javier,09:00:00,6.24999295,-75.63152898,Medellin,La Candelaria,10:00:00,6.252587481,-75.57671197,Moto (Conductor),Compras
Medellin,La Candelaria,11:00:00,6.231318225,-75.57453705,Medellin,San Javier,12:00:00,6.260827694,-75.62528075,Moto (Conductor),Casa
Medellin,San Javier,09:00:00,6.255395713,-75.62665311,Medellin,La Candelaria,10:00:00,6.250085368,-75.57174222,Moto (Acompa?±ante),Compras
Medellin,La Candelaria,11:00:00,6.253330469,-75.55818343,Medellin,San Javier,12:00:00,6.249369055,-75.63442103,Moto (Acompa?±ante),Casa
Medellin,Corregimiento Altavista,06:00:00,6.224998922,-75.63445652,Medellin,Corregimiento Altavista,06:05:00,6.244572625,-75.62923195,Moto (Acompa?±ante),Alguien
Medellin,Corregimiento Altavista,06:15:00,6.242416137,-75.64208293,Medellin,Corregimiento Altavista,06:20:00,6.197888229,-75.61855683,Moto (Acompa?±ante),Casa
Medellin,Corregimiento Altavista,11:00:00,6.23242793,-75.64486452,Medellin,Corregimiento Altavista,11:05:00,6.229383625,-75.65505098,Moto (Acompa?±ante),Alguien
Medellin,Corregimiento Altavista,11:15:00,6.208150144,-75.64023273,Medellin,Corregimiento Altavista,11:20:00,6.240640127,-75.63597256,Moto (Acompa?±ante),Casa
Medellin,Corregimiento Altavista,06:00:00,6.213744683,-75.61672657,Medellin,Corregimiento Altavista,06:05:00,6.20429824,-75.63301375,Moto (Acompa?±ante),Estudio
Medellin,Corregimiento Altavista,11:15:00,6.236789188,-75.65425403,Medellin,Corregimiento Altavista,11:20:00,6.211215487,-75.62031659,Moto (Acompa?±ante),Casa
Medellin,Corregimiento Altavista,06:50:00,6.220412104,-75.62378294,Itagui,Itagui-Comuna 04,07:30:00,6.163879458,-75.61396717,Moto (Conductor),Trabajo
Itagui,Itagui-Comuna 04,18:00:00,6.195862681,-75.61847413,Medellin,La Candelaria,18:30:00,6.241785698,-75.57434843,Moto (Conductor),Estudio
Medellin,La Candelaria,21:30:00,6.26141143,-75.56968755,Medellin,Corregimiento Altavista,22:00:00,6.241879734,-75.65217129,Moto (Conductor),Casa
Medellin,San Javier,07:30:00,6.253840633,-75.62799311,Itagui,Itagui-Comuna 04,08:00:00,6.160474035,-75.61952513,Moto (Conductor),Estudio
Itagui,Itagui-Comuna 04,18:00:00,6.167772528,-75.61352405,Medellin,Guayabal,18:10:00,6.208743837,-75.59524853,Moto (Conductor),Alguien
Medellin,Guayabal,18:15:00,6.215516554,-75.58954279,Medellin,San Javier,18:50:00,6.249810825,-75.63580169,Moto (Conductor),Casa
Medellin,San Javier,07:30:00,6.245535279,-75.63116167,Medellin,Guayabal,07:50:00,6.198264723,-75.58405592,Moto (Acompa?±ante),Trabajo
Medellin,Guayabal,18:10:00,6.207925293,-75.59507904,Medellin,San Javier,18:50:00,6.248614434,-75.61955182,Moto (Acompa?±ante),Casa
Medellin,San Javier,06:20:00,6.24972286,-75.62551369,Medellin,La America,06:30:00,6.251300722,-75.61316614,Moto (Conductor),Alguien
Medellin,La America,06:35:00,6.253192932,-75.60226977,Sabaneta,Urbana Sabaneta,07:00:00,6.154588503,-75.6177493,Moto (Conductor),Trabajo
Medellin,San Javier,06:20:00,6.2522841,-75.61991617,Medellin,Laureles-Estadio,06:35:00,6.247938182,-75.58907802,Moto (Acompa?±ante),Salud
Medellin,San Javier,06:20:00,6.253608232,-75.62149714,Medellin,La America,06:30:00,6.247122694,-75.61325696,Moto (Acompa?±ante),Estudio
Medellin,San Javier,10:00:00,6.262275928,-75.61428989,Medellin,La America,10:15:00,6.268776799,-75.59861255,Moto (Conductor),Trabajo
Medellin,La America,12:00:00,6.244467077,-75.61224811,Medellin,San Javier,13:00:00,6.246740796,-75.63371071,Moto (Conductor),Casa
Medellin,San Javier,13:00:00,6.246222783,-75.61681167,Medellin,La Candelaria,13:15:00,6.261848916,-75.56172793,Moto (Conductor),Diligencia
Medellin,La Candelaria,16:00:00,6.26334532,-75.5704357,Medellin,San Javier,16:15:00,6.250533233,-75.63331234,Moto (Conductor),Casa
Medellin,San Javier,07:30:00,6.262498543,-75.61132257,Medellin,La Candelaria,08:00:00,6.261130503,-75.56505273,Moto (Conductor),Trabajo
Medellin,La Candelaria,18:00:00,6.249395203,-75.57816164,Medellin,Robledo,18:30:00,6.276657265,-75.59463289,Moto (Conductor),Estudio
Medellin,Robledo,20:30:00,6.2675721,-75.5851514,Medellin,San Javier,21:00:00,6.26227312,-75.62815119,Moto (Conductor),Casa
Envigado,Zona 07,07:30:00,6.171292541,-75.50639421,Envigado,Zona 09,08:00:00,6.110141119,-75.58391083,Moto (Conductor),Trabajo
Envigado,Zona 09,10:00:00,6.117250425,-75.57337261,Envigado,Zona 07,10:30:00,6.137239548,-75.53386916,Moto (Conductor),Casa
Medellin,San Javier,08:00:00,6.242365383,-75.61710386,Medellin,La Candelaria,08:30:00,6.247896314,-75.56299064,Moto (Conductor),Trabajo
Medellin,La Candelaria,17:30:00,6.250746357,-75.57838029,Medellin,San Javier,18:00:00,6.256949176,-75.62057324,Moto (Conductor),Casa
Medellin,San Javier,08:00:00,6.250552873,-75.63207305,Medellin,La Candelaria,08:40:00,6.237128192,-75.56937669,Moto (Conductor),Estudio
Medellin,La Candelaria,18:30:00,6.241759261,-75.56773824,Medellin,San Javier,19:00:00,6.271424925,-75.60566413,Moto (Conductor),Casa
Medellin,San Javier,07:30:00,6.265386268,-75.61256906,Medellin,San Javier,08:00:00,6.263085118,-75.6079278,Moto (Conductor),Trabajo
Medellin,San Javier,20:30:00,6.248521294,-75.63261037,Medellin,San Javier,21:00:00,6.26811838,-75.60733143,Moto (Conductor),Casa
Medellin,San Javier,04:30:00,6.25850894,-75.61741725,Medellin,La Candelaria,05:15:00,6.261337017,-75.55755438,Moto (Conductor),Estudio
Medellin,La Candelaria,08:00:00,6.250948134,-75.55825561,Medellin,El Poblado,08:30:00,6.210207132,-75.54958454,Moto (Conductor),Trabajo
Medellin,El Poblado,17:00:00,6.202059666,-75.5654089,Medellin,San Javier,18:05:00,6.25252911,-75.62734878,Moto (Conductor),Casa
Envigado,Zona 07,08:20:00,6.147417424,-75.53709514,Medellin,La Candelaria,09:00:00,6.232294814,-75.56640043,Moto (Conductor),Trabajo
Envigado,Zona 07,07:30:00,6.172750092,-75.58972004,Itagui,Itagui-Comuna 05,08:00:00,6.179610071,-75.60558981,Moto (Conductor),Estudio
Itagui,Itagui-Comuna 05,14:00:00,6.172588947,-75.61455493,Envigado,Zona 07,14:30:00,6.162466268,-75.57249384,Moto (Conductor),Casa
Medellin,San Javier,07:30:00,6.258859321,-75.6285986,Medellin,La America,08:00:00,6.245060052,-75.60699,Moto (Conductor),Trabajo
Medellin,La America,18:00:00,6.256997434,-75.60236401,Medellin,San Javier,18:30:00,6.256239056,-75.62314821,Moto (Conductor),Casa
Medellin,San Javier,06:30:00,6.249681061,-75.62445,Itagui,Itagui-Comuna 04,07:30:00,6.189762398,-75.58953379,Moto (Conductor),Trabajo
Itagui,Itagui-Comuna 04,17:00:00,6.177111234,-75.60068267,Medellin,San Javier,17:50:00,6.270357647,-75.61755242,Moto (Conductor),Casa
Medellin,San Javier,06:20:00,6.270217546,-75.61424484,Medellin,La America,06:25:00,6.24310536,-75.61446997,Moto (Acompa?±ante),Estudio
Medellin,Corregimiento Altavista,07:00:00,6.213259862,-75.63494301,Itagui,Itagui-Comuna 01,08:00:00,6.17845962,-75.59463236,Moto (Conductor),Trabajo
Itagui,Itagui-Comuna 01,16:00:00,6.167233118,-75.63648189,Medellin,Corregimiento Altavista,17:00:00,6.238286711,-75.61313052,Moto (Conductor),Casa
Medellin,San Javier,07:30:00,6.248971635,-75.63696184,Medellin,Laureles-Estadio,08:00:00,6.247037391,-75.58741086,Moto (Conductor),Trabajo
Medellin,Laureles-Estadio,14:00:00,6.23788553,-75.60865868,Medellin,San Javier,14:30:00,6.262431209,-75.60225464,Moto (Conductor),Casa
Medellin,San Javier,06:00:00,6.25496868,-75.62944355,Medellin,Laureles-Estadio,06:40:00,6.251644571,-75.5949637,Moto (Conductor),Trabajo
Medellin,Laureles-Estadio,17:00:00,6.255595047,-75.5917347,Medellin,San Javier,18:00:00,6.274042745,-75.6020923,Moto (Conductor),Casa
Envigado,Zona 07,09:00:00,6.112997417,-75.57681594,Medellin,La Candelaria,10:00:00,6.24570419,-75.57390306,Moto (Conductor),Alguien
Envigado,Zona 07,19:50:00,6.162370684,-75.58708341,Envigado,Zona 09,20:05:00,6.166110247,-75.5813068,Moto (Conductor),Alguien
Envigado,Zona 09,20:10:00,6.170953686,-75.5030112,Envigado,Zona 07,20:30:00,6.13530987,-75.52661604,Moto (Conductor),Casa
Envigado,Zona 07,07:45:00,6.158090298,-75.56281979,Bello,Bello-Comuna 04,09:00:00,6.381517693,-75.56338906,Moto (Acompa?±ante),Trabajo
Medellin,San Javier,08:30:00,6.247381637,-75.62690325,Medellin,El Poblado,09:10:00,6.191069881,-75.56256779,Moto (Conductor),Trabajo
Medellin,El Poblado,17:30:00,6.183677259,-75.56211157,Itagui,Itagui-Comuna 01,18:00:00,6.170196811,-75.62272493,Moto (Conductor),Estudio
Itagui,Itagui-Comuna 01,20:00:00,6.174615806,-75.63039805,Medellin,San Javier,21:30:00,6.259502711,-75.61992024,Moto (Conductor),Casa
Medellin,San Javier,06:20:00,6.248775659,-75.63458487,Itagui,Itagui-Comuna 02,07:00:00,6.194428761,-75.58638949,Moto (Conductor),Trabajo
Itagui,Itagui-Comuna 02,16:50:00,6.174407323,-75.61813129,Medellin,San Javier,17:30:00,6.261923317,-75.6192761,Moto (Conductor),Casa
Medellin,San Javier,06:30:00,6.24580651,-75.6305149,Itagui,Itagui-Comuna 06,07:00:00,6.166082368,-75.60612126,Moto (Conductor),Trabajo
Itagui,Itagui-Comuna 06,17:00:00,6.166452541,-75.6140235,Medellin,San Javier,17:30:00,6.248360753,-75.61934681,Moto (Conductor),Casa
Medellin,San Javier,05:00:00,6.246881861,-75.61899169,Medellin,La Candelaria,05:20:00,6.233147754,-75.5700054,Moto (Conductor),Estudio
Medellin,San Javier,04:30:00,6.253065267,-75.62730964,Itagui,Itagui-Comuna 01,05:10:00,6.181879512,-75.5994177,Moto (Acompa?±ante),Trabajo
Itagui,Itagui-Comuna 01,15:30:00,6.178234019,-75.60175045,Medellin,San Javier,16:20:00,6.262931294,-75.60964918,Moto (Acompa?±ante),Casa
Medellin,San Javier,04:30:00,6.242357046,-75.62122802,Itagui,Itagui-Comuna 01,05:10:00,6.191225427,-75.58499634,Moto (Conductor),Alguien
Itagui,Itagui-Comuna 01,05:15:00,6.177299607,-75.62042577,Bello,Bello-Comuna 11,06:00:00,6.350741987,-75.63725618,Moto (Conductor),Trabajo
Bello,Bello-Comuna 11,17:30:00,6.341262668,-75.60809544,Medellin,San Javier,18:30:00,6.265322657,-75.60935205,Moto (Conductor),Casa
Medellin,San Javier,06:00:00,6.247553544,-75.62009017,Medellin,El Poblado,07:00:00,6.212826653,-75.55084851,Moto (Acompa?±ante),Trabajo
Medellin,San Javier,06:00:00,6.264915223,-75.60643338,Medellin,Castilla,06:40:00,6.310226638,-75.56313895,Moto (Acompa?±ante),Trabajo
Medellin,Castilla,17:00:00,6.286537678,-75.575159,Medellin,San Javier,17:30:00,6.262951188,-75.61082807,Moto (Acompa?±ante),Casa
Medellin,San Javier,06:00:00,6.261827994,-75.61548714,Medellin,La Candelaria,06:30:00,6.264911362,-75.57083583,Moto (Conductor),Trabajo
Medellin,La Candelaria,18:30:00,6.237061369,-75.56454298,Medellin,San Javier,19:00:00,6.245403713,-75.63449724,Moto (Conductor),Casa
Medellin,San Javier,06:00:00,6.251689965,-75.61548005,Medellin,La Candelaria,06:30:00,6.251642089,-75.5680332,Moto (Acompa?±ante),Salud
Envigado,Zona 08,05:30:00,6.175778653,-75.5313491,Copacabana,Rural Copacabana,06:10:00,6.40237094,-75.493196,Moto (Conductor),Trabajo
Copacabana,Rural Copacabana,14:00:00,6.339670777,-75.4709925,Envigado,Zona 08,14:40:00,6.16887611,-75.59813096,Moto (Conductor),Casa
Medellin,San Javier,07:30:00,6.24986001,-75.62917221,Medellin,El Poblado,07:55:00,6.211486855,-75.56580863,Moto (Conductor),Trabajo
Medellin,El Poblado,09:00:00,6.1962062,-75.55918212,Envigado,Zona 01,09:15:00,6.153119183,-75.54850411,Moto (Conductor),Trabajo
Envigado,Zona 01,09:30:00,6.142883514,-75.55297437,Medellin,La Candelaria,09:45:00,6.254546156,-75.57665795,Moto (Conductor),Trabajo
Medellin,La Candelaria,10:00:00,6.241890445,-75.57035309,Medellin,Guayabal,10:15:00,6.229127765,-75.5781897,Moto (Conductor),Trabajo
Medellin,Guayabal,10:30:00,6.220912553,-75.59162811,Medellin,La Candelaria,10:45:00,6.243544758,-75.56555555,Moto (Conductor),Trabajo
Medellin,La Candelaria,11:00:00,6.248039052,-75.57581904,Medellin,Laureles-Estadio,11:15:00,6.25109504,-75.58611783,Moto (Conductor),Trabajo
Medellin,Laureles-Estadio,11:30:00,6.241039018,-75.58911806,Medellin,San Javier,11:55:00,6.255612586,-75.62185498,Moto (Conductor),Casa
Medellin,San Javier,13:30:00,6.257743916,-75.61902426,Medellin,El Poblado,14:00:00,6.189509775,-75.55884811,Moto (Conductor),Trabajo
Medellin,El Poblado,14:45:00,6.208596453,-75.57772774,Medellin,La Candelaria,15:00:00,6.234298614,-75.57542518,Moto (Conductor),Trabajo
Medellin,La Candelaria,15:15:00,6.238764364,-75.57292312,Medellin,La Candelaria,15:25:00,6.253258911,-75.57388939,Moto (Conductor),Trabajo
Medellin,La Candelaria,15:40:00,6.241822265,-75.56360031,Medellin,Laureles-Estadio,15:52:00,6.249145079,-75.58631723,Moto (Conductor),Trabajo
Medellin,Laureles-Estadio,16:00:00,6.247862385,-75.59653094,Medellin,San Javier,16:40:00,6.246279275,-75.63012115,Moto (Conductor),Casa
Envigado,Zona 08,13:40:00,6.15832164,-75.54749301,Medellin,El Poblado,14:00:00,6.216452278,-75.57030354,Moto (Conductor),Trabajo
Medellin,El Poblado,18:00:00,6.208277277,-75.56250325,Envigado,Zona 08,18:25:00,6.132424099,-75.57960992,Moto (Conductor),Casa
Bello,Bello-Comuna 01,05:00:00,6.328234138,-75.63000422,Sabaneta,Urbana Sabaneta,05:45:00,6.152882459,-75.61887796,Moto (Conductor),Trabajo
Sabaneta,Urbana Sabaneta,14:00:00,6.146283998,-75.60599513,Bello,Bello-Comuna 01,15:00:00,6.398054404,-75.56216817,Moto (Conductor),Casa
Bello,Bello-Comuna 04,21:00:00,6.382793526,-75.62378951,Bello,Bello-Comuna 01,21:30:00,6.362108565,-75.52911598,Moto (Acompa?±ante),Casa
Envigado,Zona 07,07:00:00,6.165405633,-75.56663628,Medellin,La Candelaria,07:15:00,6.249739278,-75.56070524,Moto (Conductor),Alguien
Medellin,La Candelaria,07:45:00,6.233134223,-75.57359496,Medellin,Robledo,08:00:00,6.279872917,-75.58255708,Moto (Conductor),Estudio
Medellin,Robledo,13:45:00,6.290755417,-75.59379438,Medellin,Aranjuez,14:00:00,6.275988491,-75.56762344,Moto (Conductor),Trabajo
Medellin,Aranjuez,18:00:00,6.263970905,-75.5583011,Envigado,Zona 01,18:45:00,6.130870958,-75.58541053,Moto (Conductor),Alguien
Envigado,Zona 01,18:50:00,6.126053246,-75.56329978,Envigado,Zona 07,19:00:00,6.147892682,-75.52863682,Moto (Conductor),Casa
Envigado,Zona 07,07:00:00,6.141524084,-75.58065574,Medellin,La Candelaria,07:45:00,6.245784502,-75.56170146,Moto (Acompa?±ante),Estudio
Envigado,Zona 01,18:45:00,6.137979882,-75.54208298,Envigado,Zona 07,19:00:00,6.184267493,-75.48647024,Moto (Acompa?±ante),Casa
Bello,Bello-Comuna 11,05:45:00,6.361813212,-75.52624665,Girardota,Urbana Girardota,06:15:00,6.376518642,-75.42053238,Moto (Conductor),Trabajo
Girardota,Urbana Girardota,19:00:00,6.36576028,-75.40970184,Bello,Bello-Comuna 11,19:30:00,6.421213452,-75.57802441,Moto (Conductor),Casa
Bello,Bello-Comuna 11,05:45:00,6.379501889,-75.62583436,Girardota,Urbana Girardota,06:15:00,6.428564636,-75.4835991,Moto (Conductor),Trabajo
Girardota,Urbana Girardota,19:00:00,6.419506833,-75.4817942,Bello,Bello-Comuna 11,19:30:00,6.37628097,-75.54680672,Moto (Conductor),Casa
Bello,Bello-Comuna 11,04:00:00,6.374109369,-75.556368,Medellin,Castilla,04:20:00,6.291140963,-75.56381477,Moto (Conductor),Trabajo
Medellin,Castilla,17:00:00,6.293964966,-75.57402324,Bello,Bello-Comuna 11,17:20:00,6.389160127,-75.58442085,Moto (Conductor),Casa
Bello,Bello-Comuna 11,07:00:00,6.360690189,-75.59083713,Medellin,Belen,08:00:00,6.230392868,-75.60556574,Moto (Conductor),Trabajo
Medellin,Belen,17:00:00,6.238792803,-75.60011364,Bello,Bello-Comuna 11,18:00:00,6.368506805,-75.59018555,Moto (Conductor),Casa
Bello,Bello-Comuna 11,08:30:00,6.353198911,-75.55457552,Medellin,La Candelaria,09:00:00,6.244632984,-75.57488649,Moto (Conductor),Estudio
Medellin,La Candelaria,15:00:00,6.245040476,-75.57830995,Bello,Bello-Comuna 11,15:30:00,6.352979219,-75.53707003,Moto (Conductor),Casa
Bello,Bello-Comuna 02,08:30:00,6.314006005,-75.55356749,Bello,Bello-Comuna 08,08:40:00,6.400978338,-75.56766911,Moto (Conductor),Trabajo
Bello,Bello-Comuna 08,18:00:00,6.41152259,-75.5927167,Bello,Bello-Comuna 02,18:15:00,6.370276692,-75.57009491,Moto (Conductor),Casa
Medellin,San Javier,10:00:00,6.262981264,-75.61402485,Medellin,Doce de Octubre,10:10:00,6.300271489,-75.58234317,Moto (Conductor),Diligencia
Medellin,Doce de Octubre,11:50:00,6.297418293,-75.57516204,Medellin,San Javier,12:00:00,6.265144168,-75.61263731,Moto (Conductor),Casa
Medellin,San Javier,07:30:00,6.258260731,-75.61625245,Medellin,Castilla,08:30:00,6.272021768,-75.57114976,Moto (Conductor),Trabajo
Medellin,Castilla,16:30:00,6.308544216,-75.56932925,Medellin,San Javier,17:30:00,6.252163417,-75.63234164,Moto (Conductor),Casa
Medellin,San Javier,05:00:00,6.271758968,-75.60887522,Medellin,Corregimiento San Cristobal,06:00:00,6.284953342,-75.67093548,Moto (Acompa?±ante),Trabajo
Medellin,Corregimiento San Cristobal,11:00:00,6.27816915,-75.65697093,Medellin,San Javier,12:00:00,6.253097866,-75.63335176,Moto (Acompa?±ante),Casa
Medellin,San Javier,04:30:00,6.258995232,-75.62461095,Medellin,El Poblado,05:15:00,6.181229685,-75.56500237,Moto (Conductor),Trabajo
Medellin,El Poblado,17:00:00,6.212109858,-75.57192733,Medellin,San Javier,17:40:00,6.260876511,-75.62454,Moto (Conductor),Casa
Medellin,San Javier,05:40:00,6.270403689,-75.61306193,Itagui,Itagui-Comuna 01,06:10:00,6.197518914,-75.61409503,Moto (Conductor),Trabajo
Itagui,Itagui-Comuna 01,12:00:00,6.1812299,-75.60847637,Medellin,San Javier,12:30:00,6.260786013,-75.61247619,Moto (Conductor),Casa
Medellin,San Javier,06:30:00,6.249379757,-75.62104586,Itagui,Itagui-Comuna 01,07:30:00,6.184305778,-75.60244507,Moto (Conductor),Trabajo
Itagui,Itagui-Comuna 01,17:00:00,6.181365322,-75.61563607,Medellin,San Javier,17:30:00,6.251039288,-75.62204756,Moto (Conductor),Casa
